PathwayID,GeneCount,PathwaySize,BackgroundSize,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,GeneList,GeneSet,Library Source
Death Receptor Signaling R-HSA-73887,13,139,19938,13/991,139/19938,0.09352517985611511,1.8816397941182874,2.3854672630537594,0.021167654737794757,0.026588639487717804,ITGB3BP/ARHGEF12/RHOA/BCL2L11/CASP8/MAPK8/SMPD3/CASP3/CYLD/MYD88/ARHGDIA/BIRC3/USP4,Tumor_suppressor,Reactome_2022
FLT3 Signaling R-HSA-9607240,13,37,19938,13/991,37/19938,0.35135135135135137,7.06886301033627,8.450205113030473,1.222321957203659e-08,6.294958079598844e-08,STAT5A/AKT3/FOXO3/PTPRJ/PIK3CA/BCL2L11/CBL/LCK/AKT2/CDKN1B/AKT1/SOCS2/SYK,Tumor_suppressor,Reactome_2022
Oncogenic MAPK Signaling R-HSA-6802957,10,77,19938,10/991,77/19938,0.12987012987012986,2.6128664473770424,3.242946009458867,0.004693520859745082,0.006808910543010471,MAP3K11/NF1/SND1/PHB1/BCL2L11/SPRED2/JAK2/RAP1A/PEBP1/KSR1,Tumor_suppressor,Reactome_2022
Signaling By MET R-HSA-6806834,12,63,19938,12/991,63/19938,0.19047619047619047,3.8322041228196624,5.149176290059833,5.424719247215677e-05,0.000126987746014367,PTPN2/STAT3/PIK3CA/CBL/SPINT2/SH3GL2/RAP1A/PTPN1/ITGB1/PTPRJ/LRIG1/PTK2,Tumor_suppressor,Reactome_2022
Cellular Response To Chemical Stress R-HSA-9711123,21,182,19938,21/991,182/19938,0.11538461538461539,2.321431343631142,4.095692031663037,0.0002895740951111258,0.0005374077801161434,EP300/IDH1/GSTP1/AKT2/FBXL17/PRDX1/STAT3/AKT3/SOD1/GPX3/TXNIP/PRKCD/TBL1X/SMARCD3/NOTCH1/MYC/CDKN2A/BRIP1/TRIM21/SKP2/AKT1,Tumor_suppressor,Reactome_2022
Senescence-Associated Secretory Phenotype (SASP) R-HSA-2559582,11,79,19938,11/991,79/19938,0.13924050632911392,2.80138972269412,3.668926761520503,0.0017651151942601315,0.002797028692442977,STAT3/CDKN2A/CDK2/CXCL8/CDKN2B/IL6/IGFBP7/JUN/H2BC21/CDKN1B/CDKN1A,Tumor_suppressor,Reactome_2022
TP53 Regulates Metabolic Genes R-HSA-5628897,11,81,19938,11/991,81/19938,0.13580246913580246,2.7322196060843886,3.5726061828690656,0.0021645513395183017,0.00327865864662331,AGO2/AKT3/YWHAG/TP63/AKT1/PTEN/AKT2/MTOR/DDIT4/PRDX1/TP53,Tumor_suppressor,Reactome_2022
Diseases Of Programmed Cell Death R-HSA-9645723,13,69,19938,13/991,69/19938,0.18840579710144928,3.7905497301803184,5.310345905035792,3.0221130048601503e-05,7.500666012062542e-05,GOLGA2/CDKN2A/DNMT1/FOXO3/EZH2/GSDME/BCL2L11/CASP8/JUN/APP/H2BC21/PRDX1/TP53,Tumor_suppressor,Reactome_2022
Ca2+ Pathway R-HSA-4086398,11,61,19938,11/991,61/19938,0.18032786885245902,3.6280293129973034,4.701280974418799,0.00018406589194914615,0.0003645920552069626,AGO2/GNG2/PPP3CB/NLK/WNT5A/LEF1/ITPR1/FZD4/MYC/GNG7/FZD2,Tumor_suppressor,Reactome_2022
Hemostasis R-HSA-109582,47,575,19938,47/991,575/19938,0.0817391304347826,1.6445154214013074,3.586554354327255,0.0005853710273176384,0.0009965820795655664,MYB/SPARC/TIMP3/CAV1/DAGLA/GNG2/PIK3CA/SOD1/RHOA/IRF1/CD44/ITPR1/RAP1A/STIM1/MAPK14/SERPINE1/CDK2/RHOB/PTK2/PLCG2/TAGLN2/PRKCD/THBS1/FERMT3/SDC2/DOK2/JAK2/PPP2R1B/CEACAM1/EPCAM/PTPN1/GATA3/ITGB1/PTPN6/GNG7/PIK3R3/SYK/VEGFA/ITGA5/ABL1/LCK/APP/KDM1A/AKT1/CD99/HSPA5/TP53,Tumor_suppressor,Reactome_2022
Leishmania Infection R-HSA-9658195,20,245,19938,20/991,245/19938,0.08163265306122448,1.642373195494141,2.313721150103493,0.02060165615936699,0.026359883036208696,ARPC5/JUN/GNG2/PLK2/ITPR1/MAPK14/TXNIP/PTK2/PLCG2/FZD7/WNT5A/PTHLH/GNG7/DPEP1/PTGDR/SYK/CASP1/ABL1/IL6/MAPK8,Tumor_suppressor,Reactome_2022
Intrinsic Pathway For Apoptosis R-HSA-109606,20,55,19938,20/991,55/19938,0.36363636363636365,7.31602605265572,10.727062360451667,6.75634172544642e-13,8.698789971512266e-12,PPP1R13B/TP73/CASP3/AKT2/STAT3/AKT3/TP63/BAK1/BCL2/GSDME/YWHAG/BCL2L11/CASP8/BCL2L1/CDKN2A/E2F1/BMF/AKT1/MAPK8/TP53,Tumor_suppressor,Reactome_2022
Degradation Of Extracellular Matrix R-HSA-1474228,12,109,19938,12/991,109/19938,0.11009174311926606,2.2149436673177867,2.9088108962529287,0.00792231113572619,0.011102014244623096,ADAMTS18/NID1/HTRA1/TMPRSS6/DCN/CD44/ADAMTS9/CASP3/MMP8/TIMP2/ADAMTS1/ADAMTS8,Tumor_suppressor,Reactome_2022
Cellular Responses To Stimuli R-HSA-8953897,68,731,19938,68/991,731/19938,0.09302325581395349,1.8715415483537885,5.4905205345612655,4.837977689004468e-07,1.7484621121665272e-06,MAP2K7/EP300/TPR/IDH1/CXCL8/CDKN2B/JUN/SYVN1/CBX6/GSTP1/AKT2/CDKN1B/CDKN1A/RPL37/PRDX1/ETS1/FBXL17/STAT3/AKT3/ATF3/SOD1/DNAJC2/HIF1A/GPX3/NPAS2/CCAR2/MAPK14/MTOR/CDK2/TXNIP/RPL5/RPLP2/TLR4/VHL/PRKCD/CLOCK/EZH2/HIGD1A/TBL1X/IGFBP7/NPRL2/H2BC21/ATM/SMARCD3/RB1/NOTCH1/AKT1/BMAL1/SIRT1/MYC/RPS27L/HSPA5/HMGA2/EGLN1/E2F1/VEGFA/CDKN2A/NR3C1/MAP2K4/BRIP1/IL6/SKP2/TRIM21/MAP3K5/CBX4/ETS2/MAPK8/TP53,Tumor_suppressor,Reactome_2022
Intracellular Signaling By Second Messengers R-HSA-9006925,50,306,19938,50/991,306/19938,0.16339869281045752,3.287430007320789,9.22194990432698,9.187689269387238e-14,1.45589537653367e-12,FGFR2/FOXO3/ERBB2/OTUD3/JUN/CBX6/EGR1/AKT2/CDKN1B/CDKN1A/PRR5/NR4A1/AGO2/USP7/AKT3/ESR1/PIK3CA/ERBB4/ITPR1/INSR/PPARG/USP13/NRG1/MTOR/MTA3/KL/MYD88/ESR2/TNKS2/FRK/SNAI1/PIP4K2B/PRKCD/EZH2/KITLG/EGFR/IL1RL1/PPP2R1B/AKT1/PTEN/PIK3R3/PML/PHLPP1/FOXO1/SNAI2/LCK/FOXO6/KDM1A/CBX4/TP53,Tumor_suppressor,Reactome_2022
PI Metabolism R-HSA-1483255,11,82,19938,11/991,82/19938,0.13414634146341464,2.698899854790677,3.525537410464874,0.00239012917144739,0.0035939168563369514,PIP4K2B/INPP5J/INPP4B/PTPN13/PIK3CA/PLEKHA5/TNFAIP8L2/TNFAIP8L1/INPP4A/PTEN/PIK3R3,Tumor_suppressor,Reactome_2022
Cellular Senescence R-HSA-2559583,26,163,19938,26/991,163/19938,0.15950920245398773,3.209177072177202,6.476831333399612,1.3443900717393414e-07,5.769674057881341e-07,MAP2K7/CXCL8/CDKN2B/JUN/CBX6/CDKN1B/CDKN1A/ETS1/STAT3/MAPK14/CDK2/EZH2/IGFBP7/ATM/H2BC21/RB1/HMGA2/CDKN2A/E2F1/MAP2K4/IL6/MAP3K5/CBX4/ETS2/MAPK8/TP53,Tumor_suppressor,Reactome_2022
Adaptive Immune System R-HSA-1280218,59,724,19938,59/991,724/19938,0.08149171270718232,1.6395376064135228,4.008879305214826,0.00013348865267562952,0.0002894596047492598,NFATC3/FBXO31/ZBTB16/PPP3CB/TRIM32/NEDD4L/KBTBD7/SOCS1/DNM3/WWP1/AKT2/PRR5/UBA7/AKT3/ITCH/PIK3CA/BLNK/ITPR1/RAP1A/STIM1/PTPRJ/MTOR/MYD88/TLR4/NPDC1/PLCG2/IFI30/UBE3A/VHL/FBXO32/BECN1/PKN2/RNF130/HMGB1/PPP2R1B/CD99/SH3GL2/PRKN/UFL1/ITGB1/HACE1/PTPN6/PTEN/SIAH1/PIK3R3/FBXW7/SYK/BTN3A1/FBXL16/LCK/SKP2/LGMN/TRIM21/AKT1/FBXO4/HSPA5/UBA6/SOCS3/CUL5,Tumor_suppressor,Reactome_2022
G2/M Checkpoints R-HSA-69481,15,145,19938,15/991,145/19938,0.10344827586206896,2.081283273600334,2.988575128398809,0.00575616692751846,0.008292100608872746,CHEK1/TP53BP1/CCNB1/YWHAG/BRCA1/WRN/BRIP1/CHEK2/H2BC21/ATM/BARD1/CDK2/MDC1/TP53/CDK1,Tumor_suppressor,Reactome_2022
Cell-Cell Communication R-HSA-1500931,12,119,19938,12/991,119/19938,0.10084033613445378,2.0288139473751152,2.5743403226307917,0.015335956823505113,0.020122338252497155,CADM1/CDH11/CLDN7/PIK3CA/CLDN2/DST/CLDN6/CDH13/CLDN1/PTPN6/ITGB1/PTK2,Tumor_suppressor,Reactome_2022
Signaling By WNT R-HSA-195721,44,292,19938,44/991,292/19938,0.1506849315068493,3.0316409327785685,7.99830229535666,4.618009673577033e-11,3.805239971027475e-10,CBY1/PPP3CB/EP300/SMARCA4/LEF1/FZD4/SOX6/DKK2/AKT2/LRP6/MEN1/SOX2/CAV1/AGO2/DKK1/RSPO1/GNG2/DACT1/RHOA/ITPR1/CTNNBIP1/TNKS2/SOX7/SFRP1/SOX17/FZD7/NLK/WNT5A/RUNX3/FZD8/PPP2R1B/CTBP1/H2BC21/WIF1/SCRIB/MYC/GNG7/FZD2/LGR4/WNT16/LGR6/AKT1/WNT5B/AXIN1,Tumor_suppressor,Reactome_2022
Downregulation Of ERBB2 Signaling R-HSA-8863795,10,29,19938,10/991,29/19938,0.3448275862068966,6.937610912001113,7.317833348196797,7.417484762498923e-07,2.4645191307657716e-06,PTPN12/AKT3/ERBB2/EGFR/ERBB4/PTPN18/NRG1/AKT2/AKT1/CUL5,Tumor_suppressor,Reactome_2022
TP53 Regulates Transcription Of Cell Cycle Genes R-HSA-6791312,12,49,19938,12/991,49/19938,0.24489795918367346,4.927119586482423,6.2945138956177304,3.5634452626875266e-06,1.1122268547176219e-05,NPM1/RGCC/RBL2/E2F1/EP300/CCNB1/CDK2/PLK2/CDKN1B/CDKN1A/TP53/CDK1,Tumor_suppressor,Reactome_2022
ESR-mediated Signaling R-HSA-8939211,34,186,19938,34/991,186/19938,0.1827956989247312,3.677679763028547,8.390852254238233,3.797749546388649e-11,3.401462637200268e-10,FOXO3/MYB/YY1/EP300/KDM4B/JUN/AKT2/CDKN1B/CAV1/ESR1/AGO2/PMEPA1/AKT3/GNG2/PIK3CA/ERBB4/BCL2/CBFB/PTK2/ESR2/EGFR/CCND1/GATA3/H2BC21/FOXA1/MYC/GNG7/PIK3R3/RUNX1/USF2/TFF1/KDM1A/AKT1/AXIN1,Tumor_suppressor,Reactome_2022
PPARA Activates Gene Expression R-HSA-1989781,12,115,19938,12/991,115/19938,0.10434782608695652,2.0993813890229456,2.704015112491365,0.011916464563498753,0.016044390196606164,CLOCK/AHR/EP300/NR1H4/TBL1X/GPS2/ACSL1/NPAS2/PPARG/BMAL1/SMARCD3/AHRR,Tumor_suppressor,Reactome_2022
Deubiquitination R-HSA-5688426,37,276,19938,37/991,276/19938,0.13405797101449277,2.6971219233975345,6.493072363224122,3.95933535566572e-08,1.8967978680631126e-07,FOXK2/EP300/YY1/CFTR/USP9X/OTUD3/SMAD3/USP4/CDK1/USP44/ESR1/USP7/RHOA/HIF1A/USP13/TNKS2/TRIM25/FOXK1/BRCA1/BECN1/PRKN/GATA3/H2BC21/PTEN/MYC/BIRC3/SMAD2/NOD1/USP17L2/SKP2/UCHL1/SMAD4/BARD1/CYLD/USP15/TP53/AXIN1,Tumor_suppressor,Reactome_2022
Costimulation By CD28 Family R-HSA-388841,11,65,19938,11/991,65/19938,0.16923076923076924,3.404765970659008,4.441138159303033,0.00032875712902089114,0.0005993271555602087,AKT3/PIK3CA/PKN2/LCK/PPP2R1B/PTPN6/AKT2/MTOR/AKT1/PRR5/PIK3R3,Tumor_suppressor,Reactome_2022
Activation Of HOX Genes During Differentiation R-HSA-5619507,12,89,19938,12/991,89/19938,0.1348314606741573,2.7126838172768397,3.703389456280113,0.001478070903650447,0.0023603302802480005,EZH2/EP300/YY1/KMT2C/KDM6A/RARA/JUN/H2BC21/RARB/CTCF/HOXB3/PCGF2,Tumor_suppressor,Reactome_2022
Toll-like Receptor Cascades R-HSA-168898,22,162,19938,22/991,162/19938,0.13580246913580246,2.7322196060843886,5.062764597357996,1.775852733579294e-05,4.750982637887462e-05,MAP2K7/SOCS1/JUN/DNM3/MAPK14/MYD88/TLR4/PLCG2/GSDME/CASP8/HMGB1/PPP2R1B/RIPK3/BIRC3/MAP3K1/MAP2K4/NOD1/DUSP4/LGMN/APP/MAPK8/TP53,Tumor_suppressor,Reactome_2022
Signaling By NOTCH R-HSA-157118,24,200,19938,24/991,200/19938,0.12,2.414288597376387,4.597248391751472,5.931669597915246e-05,0.00013729482440118435,STAT1/EP300/NOTCH2/JUN/WWC1/SMAD3/AGO2/HDAC9/ITCH/HIF1A/NUMB/EGFR/TBL1X/CCND1/H2BC21/NOTCH1/MYC/SEL1L/FBXW7/RUNX1/E2F1/NOTCH3/AKT1/TP53,Tumor_suppressor,Reactome_2022
Transcriptional Regulation Of Granulopoiesis R-HSA-9616222,17,57,19938,17/991,57/19938,0.2982456140350877,6.000424876520261,8.64612930787867,1.280198011540941e-09,7.99153910234648e-09,RUNX1/STAT3/GFI1/E2F1/MYB/EP300/CDK2/KLF5/LEF1/CEBPA/RARA/KMT2A/H2BC21/CDKN1A/MYC/CBFB/PML,Tumor_suppressor,Reactome_2022
Transcriptional Regulation By TP53 R-HSA-3700989,54,353,19938,54/991,353/19938,0.1529745042492918,3.0777050108197574,9.007534953016297,1.5060455376176748e-13,2.21603843392315e-12,RGCC/EP300/CCNB1/BRD7/PPP1R13B/ERCC2/JUN/BNIP3L/TP73/BANP/AKT2/CDKN1B/CDKN1A/HIPK2/PRR5/PRDX1/MDC1/CDK1/AGO2/USP7/AKT3/CDK12/NDRG1/TP63/PLK2/CHEK2/MAPK14/DYRK2/MTOR/CDK2/ING3/NPM1/PIP4K2B/CHEK1/L3MBTL1/RBL2/BRCA1/YWHAG/PPP2R1B/TP53AIP1/ATM/PTEN/PML/CASP1/CDKN2A/E2F1/WRN/BRIP1/TP53INP1/STK11/BARD1/DDIT4/AKT1/TP53,Tumor_suppressor,Reactome_2022
Regulation Of TP53 Expression And Degradation R-HSA-6806003,13,37,19938,13/991,37/19938,0.35135135135135137,7.06886301033627,8.450205113030473,1.222321957203659e-08,6.294958079598844e-08,USP7/AKT3/CDKN2A/CHEK2/PPP2R1B/ATM/AKT1/AKT2/MTOR/CDK2/PRR5/TP53/CDK1,Tumor_suppressor,Reactome_2022
"Nucleotide-binding Domain, Leucine Rich Repeat Containing NLR Signaling Pathways R-HSA-168643",11,53,19938,11/991,53/19938,0.20754716981132076,4.175656379110104,5.2942585280908485,4.825563200997552e-05,0.0001142604620006317,CASP1/ITCH/NOD1/CASP8/APP/CYLD/BCL2/MAPK14/BCL2L1/TXNIP/BIRC3,Tumor_suppressor,Reactome_2022
Cyclin D Associated Events In G1 R-HSA-69231,15,47,19938,15/991,47/19938,0.3191489361702128,6.420980312171243,8.50932192884174,4.227797803975843e-09,2.4883609931972102e-08,RBL2/CDKN2A/E2F1/CDKN1C/CDK2/ABL1/JAK2/CDKN2B/PPP2R1B/SKP2/CCND1/RB1/CDKN1B/CDKN1A/CCND2,Tumor_suppressor,Reactome_2022
Mitotic Prophase R-HSA-68875,11,110,19938,11/991,110/19938,0.1,2.011907164480323,2.4338514209685824,0.02090035469728594,0.026413945200250942,GOLGA2/CCNB1/MCPH1/TPR/PLK1/VRK1/PPP2R1B/H2BC21/RB1/RAB1B/CDK1,Tumor_suppressor,Reactome_2022
L1CAM Interactions R-HSA-373760,11,99,19938,11/991,99/19938,0.1111111111111111,2.2354524049781364,2.81825464742547,0.010064166091269077,0.014008231181090743,EGFR/ITGA5/ALCAM/RDX/RPS6KA6/SH3GL2/ITGB1/DNM3/EZR/NUMB/CHL1,Tumor_suppressor,Reactome_2022
Regulation Of TP53 Activity Thru Phosphorylation R-HSA-6804756,14,89,19938,14/991,89/19938,0.15730337078651685,3.1647977868229797,4.681009546435655,0.00012014228147649373,0.00026901423895823594,CHEK1/BRCA1/WRN/BRIP1/CHEK2/TP53INP1/STK11/ATM/BARD1/DYRK2/MAPK14/CDK2/HIPK2/TP53,Tumor_suppressor,Reactome_2022
Signaling By SCF-KIT R-HSA-1433557,12,42,19938,12/991,42/19938,0.2857142857142857,5.748306184229493,7.044934812762142,5.893200550804998e-07,2.05762595502683e-06,STAT1/STAT3/STAT5A/CHEK1/KITLG/PIK3CA/CBL/SOCS1/JAK2/LCK/PTPN6/PIK3R3,Tumor_suppressor,Reactome_2022
Interleukin-4 And Interleukin-13 Signaling R-HSA-6785807,28,107,19938,28/991,107/19938,0.2616822429906542,5.264803794901779,10.116147235364252,2.254460392329854e-13,3.0961256054663334e-12,STAT1/TWIST1/FOXO3/CXCL8/SOCS1/CCL22/MUC1/CDKN1A/STAT6/SOX2/STAT3/HIF1A/BCL2/CEBPD/JAK2/CCND1/GATA3/ITGB1/BCL2L1/MYC/ZEB1/OPRM1/VEGFA/FOXO1/IL6/AKT1/TP53/SOCS3,Tumor_suppressor,Reactome_2022
RHO GTPase Cycle R-HSA-9012999,33,440,19938,33/991,440/19938,0.075,1.508930373360242,2.468801542200266,0.01256472029148426,0.016807353117180245,DDRGK1/STARD13/NISCH/PTPN13/CFTR/RHOBTB2/USP9X/CAV1/MSI2/GJA1/MAP3K11/ARHGEF12/PIK3CA/RHOA/DLG5/RHOB/ARHGDIA/DLC1/PKN2/ARHGAP15/MCAM/ITGB1/RHOBTB1/SCRIB/PIK3R3/RNF20/RBMX/RASAL2/DST/DSG2/LCK/BASP1/IQGAP2,Tumor_suppressor,Reactome_2022
Cell Cycle R-HSA-1640170,56,651,19938,56/991,651/19938,0.08602150537634409,1.7306728296604927,4.334885357557636,4.704597110188017e-05,0.00011269151217427112,ZWINT/EP300/TPR/CCNB1/PCM1/PLK1/CDKN2B/DYRK1A/CDK11B/AKT2/CDKN1B/CDKN1A/LRIG1/MDC1/RAB1B/CDK1/SIRT2/AKT3/PMEPA1/CHEK2/PDS5B/CDK2/NPM1/GOLGA2/ITGB3BP/CHEK1/CDKN1C/RBL2/BRCA1/YWHAG/JAK2/VRK1/PPP2R1B/CCND1/H2BC21/ATM/RB1/BRCA2/CCND2/MYC/CDKN2A/E2F1/TP53BP1/MCPH1/ABL1/WRN/SYCP3/BRIP1/SKP2/BUB1/SUN2/BARD1/AKT1/PHLDA1/TP53/CLIP1,Tumor_suppressor,Reactome_2022
DNA Repair R-HSA-73894,31,307,19938,31/991,307/19938,0.10097719869706841,2.0315674950778506,4.165739701118036,0.00015037883753123916,0.0003158937053088997,EP300/YY1/XRCC1/KDM4B/ERCC2/PALB2/LRIG1/MDC1/USP7/UBA7/CHEK2/CDK2/PRKDC/KDM4A/ISG15/CHEK1/TRIM25/BRCA1/MSH6/H2BC21/ATM/FTO/BRCA2/TP53BP1/ALKBH3/ABL1/WRN/BRIP1/BARD1/MAPK8/TP53,Tumor_suppressor,Reactome_2022
SUMOylation Of Transcription Cofactors R-HSA-3899300,11,43,19938,11/991,43/19938,0.2558139534883721,5.146739257972919,6.225374586747164,5.743554922167061e-06,1.666439878825936e-05,NPM1/SAFB/EP300/ZNF350/CTBP1/PARK7/UHRF2/CBX4/HIPK2/ING3/PCGF2,Tumor_suppressor,Reactome_2022
Phospholipid Metabolism R-HSA-1483257,17,207,19938,17/991,207/19938,0.0821256038647343,1.6522909080273183,2.1574883222078887,0.029510152885527642,0.036621033098907796,PIP4K2B/INPP5J/GPD1/PTPN13/PIK3CA/INPP4B/TAFAZZIN/PLEKHA5/PLA2R1/TNFAIP8L1/INPP4A/CHEK2/TNFAIP8L2/PLAAT3/PTEN/PIK3R3/CPNE7,Tumor_suppressor,Reactome_2022
