Gene_Hugo_ID,Gene_Name,Role,Cancer_ID,Cancer_Name,TCGA_based_Cancer_Type
HGNC:9967,RET,Oncogene,DOID:1612,breast cancer,Breast
HGNC:990,BCL2,Oncogene,DOID:1612,breast cancer,Breast
HGNC:6342,KIT,Oncogene,DOID:1612,breast cancer,Breast
HGNC:3818,FOXM1,Oncogene,DOID:1612,breast cancer,Breast
HGNC:11577,TAFAZZIN,Oncogene,DOID:1612,breast cancer,Breast
HGNC:11393,AURKA,Oncogene,DOID:1612,breast cancer,Breast
HGNC:29608,MTDH,Oncogene,DOID:1612,breast cancer,Breast
HGNC:10901,SKP2,Oncogene,DOID:1612,breast cancer,Breast
HGNC:13009,ZNF217,Oncogene,DOID:1612,breast cancer,Breast
HGNC:17635,CD274,Oncogene,DOID:1612,breast cancer,Breast
HGNC:14552,IKBKE,Oncogene,DOID:1612,breast cancer,Breast
HGNC:9644,PTPN11,Oncogene,DOID:1612,breast cancer,Breast
HGNC:9605,PTGS2,Oncogene,DOID:1612,breast cancer,Breast
HGNC:7794,NFKB1,Oncogene,DOID:1612,breast cancer,Breast
HGNC:3467,ESR1,Oncogene,DOID:1612,breast cancer,Breast
HGNC:30134,PELP1,Oncogene,DOID:1612,breast cancer,Breast
HGNC:18039,KDM5B,Oncogene,DOID:1612,breast cancer,Breast
HGNC:7881,NOTCH1,Oncogene,DOID:1612,breast cancer,Breast
HGNC:3594,FASN,Oncogene,DOID:1612,breast cancer,Breast
HGNC:3488,ETS1,Oncogene,DOID:1612,breast cancer,Breast
HGNC:3229,EGF,Oncogene,DOID:1612,breast cancer,Breast
HGNC:1787,CDKN2A,Oncogene,DOID:1612,breast cancer,Breast
HGNC:25883,ZNF703,Oncogene,DOID:0080674,luminal breast carcinoma B,Breast
HGNC:8014,YBX1,Oncogene,DOID:1612,breast cancer,Breast
HGNC:40,ABCB1,Oncogene,DOID:1612,breast cancer,Breast
HGNC:3942,MTOR,Oncogene,DOID:1612,breast cancer,Breast
HGNC:3430,ERBB2,Oncogene,DOID:3458,breast adenocarcinoma,Breast
HGNC:8947,PI3,Oncogene,DOID:1612,breast cancer,Breast
HGNC:8923,PHGDH,Oncogene,DOID:1612,breast cancer,Breast
HGNC:7508,MUC1,Oncogene,DOID:1612,breast cancer,Breast
HGNC:5173,HRAS,Oncogene,DOID:1612,breast cancer,Breast
HGNC:1784,CDKN1A,Oncogene,DOID:1612,breast cancer,Breast
HGNC:11195,SOX2,Oncogene,DOID:1612,breast cancer,Breast
HGNC:1582,CCND1,Oncogene,DOID:3459,breast carcinoma,Breast
HGNC:6973,MDM2,Oncogene,DOID:1612,breast cancer,Breast
HGNC:25996,ALKBH5,Oncogene,DOID:1612,breast cancer,Breast
HGNC:10471,RUNX1,Oncogene,DOID:1612,breast cancer,Breast
HGNC:8988,PIN1,Oncogene,DOID:1612,breast cancer,Breast
HGNC:8910,PGR,Oncogene,DOID:1612,breast cancer,Breast
HGNC:8590,PAK1,Oncogene,DOID:1612,breast cancer,Breast
HGNC:8033,NTRK3,Oncogene,DOID:1612,breast cancer,Breast
HGNC:24678,FTO,Oncogene,DOID:1612,breast cancer,Breast
HGNC:24500,VIRMA,Oncogene,DOID:1612,breast cancer,Breast
HGNC:12796,WT1,Oncogene,DOID:1612,breast cancer,Breast
HGNC:3430,ERBB2,Oncogene,DOID:3008,invasive ductal carcinoma,Breast
HGNC:9642,PTPN1,Oncogene,DOID:1612,breast cancer,Breast
HGNC:9277,PPM1D,Oncogene,DOID:1612,breast cancer,Breast
HGNC:8749,CDK16,Oncogene,DOID:1612,breast cancer,Breast
HGNC:6106,FOXP3,Oncogene,DOID:1612,breast cancer,Breast
HGNC:2745,DDX3X,Oncogene,DOID:1612,breast cancer,Breast
HGNC:17563,METTL3,Oncogene,DOID:1612,breast cancer,Breast
HGNC:1748,CDH1,Oncogene,DOID:1612,breast cancer,Breast
HGNC:15452,GOLPH3,Oncogene,DOID:1612,breast cancer,Breast
HGNC:12856,YY1,Oncogene,DOID:1612,breast cancer,Breast
HGNC:1100,BRCA1,Oncogene,DOID:1612,breast cancer,Breast
HGNC:785,ATF3,Oncogene,DOID:1612,breast cancer,Breast
HGNC:7559,MYCN,Oncogene,DOID:1612,breast cancer,Breast
HGNC:7548,MYBL2,Oncogene,DOID:1612,breast cancer,Breast
HGNC:583,APC,Oncogene,DOID:1612,breast cancer,Breast
HGNC:5099,HOXA1,Oncogene,DOID:1612,breast cancer,Breast
HGNC:5021,FOXA1,Oncogene,DOID:1612,breast cancer,Breast
HGNC:4317,GLI1,Oncogene,DOID:1612,breast cancer,Breast
HGNC:4172,GATA3,Oncogene,DOID:1612,breast cancer,Breast
HGNC:3113,E2F1,Oncogene,DOID:1612,breast cancer,Breast
HGNC:2768,DEK,Oncogene,DOID:1612,breast cancer,Breast
HGNC:2514,CTNNB1,Oncogene,DOID:1612,breast cancer,Breast
HGNC:2433,CSF1R,Oncogene,DOID:1612,breast cancer,Breast
HGNC:2069,CLK2,Oncogene,DOID:1612,breast cancer,Breast
HGNC:1785,CDKN1B,Oncogene,DOID:1612,breast cancer,Breast
HGNC:1779,CDK8,Oncogene,DOID:1612,breast cancer,Breast
HGNC:13339,KIF4A,Oncogene,DOID:1612,breast cancer,Breast
HGNC:11279,SQLE,Oncogene,DOID:1612,breast cancer,Breast
HGNC:1066,BMI1,Oncogene,DOID:1612,breast cancer,Breast
HGNC:9690,PTTG1,Oncogene,DOID:1612,breast cancer,Breast
HGNC:7884,NOTCH4,Oncogene,DOID:1612,breast cancer,Breast
HGNC:7785,NFIB,Oncogene,DOID:1612,breast cancer,Breast
HGNC:7523,TRIM37,Oncogene,DOID:1612,breast cancer,Breast
HGNC:6871,MAPK1,Oncogene,DOID:1612,breast cancer,Breast
HGNC:6644,LMO4,Oncogene,DOID:1612,breast cancer,Breast
HGNC:6554,LEPR,Oncogene,DOID:1612,breast cancer,Breast
HGNC:6349,KLF5,Oncogene,DOID:1612,breast cancer,Breast
HGNC:3689,FGFR2,Oncogene,DOID:1612,breast cancer,Breast
HGNC:3468,ESR2,Oncogene,DOID:1612,breast cancer,Breast
HGNC:18078,ZBTB7A,Oncogene,DOID:1612,breast cancer,Breast
HGNC:13221,BCL11A,Oncogene,DOID:1612,breast cancer,Breast
HGNC:12799,WWOX,Oncogene,DOID:1612,breast cancer,Breast
HGNC:12769,CCN4,Oncogene,DOID:1612,breast cancer,Breast
HGNC:12687,VHL,Oncogene,DOID:1612,breast cancer,Breast
HGNC:11642,ZEB1,Oncogene,DOID:1612,breast cancer,Breast
HGNC:10761,SETDB1,Oncogene,DOID:1612,breast cancer,Breast
HGNC:10472,RUNX2,Oncogene,DOID:1612,breast cancer,Breast
HGNC:3236,EGFR,Oncogene,DOID:3459,breast carcinoma,Breast
HGNC:2433,CSF1R,Oncogene,DOID:3459,breast carcinoma,Breast
HGNC:9758,RAB1A,Oncogene,DOID:1612,breast cancer,Breast
HGNC:9617,PTK6,Oncogene,DOID:1612,breast cancer,Breast
HGNC:9077,PLK1,Oncogene,DOID:1612,breast cancer,Breast
HGNC:7555,MYCL,Oncogene,DOID:1612,breast cancer,Breast
HGNC:6990,MECP2,Oncogene,DOID:1612,breast cancer,Breast
HGNC:6776,MAF,Oncogene,DOID:1612,breast cancer,Breast
HGNC:6664,LOX,Oncogene,DOID:1612,breast cancer,Breast
HGNC:6388,KIF11,Oncogene,DOID:1612,breast cancer,Breast
HGNC:5363,ID4,Oncogene,DOID:1612,breast cancer,Breast
HGNC:3688,FGFR1,Oncogene,DOID:1612,breast cancer,Breast
HGNC:3681,FGF3,Oncogene,DOID:1612,breast cancer,Breast
HGNC:348,AHR,Oncogene,DOID:1612,breast cancer,Breast
HGNC:2438,CSF3,Oncogene,DOID:1612,breast cancer,Breast
HGNC:23393,CARM1,Oncogene,DOID:1612,breast cancer,Breast
HGNC:2240,COPS5,Oncogene,DOID:1612,breast cancer,Breast
HGNC:20951,FOXQ1,Oncogene,DOID:1612,breast cancer,Breast
HGNC:19181,KIF14,Oncogene,DOID:1612,breast cancer,Breast
HGNC:18238,RAB25,Oncogene,DOID:1612,breast cancer,Breast
HGNC:17955,LAMTOR5,Oncogene,DOID:1612,breast cancer,Breast
HGNC:1762,CDH3,Oncogene,DOID:1612,breast cancer,Breast
HGNC:1759,CDH2,Oncogene,DOID:1612,breast cancer,Breast
HGNC:1723,CDC20,Oncogene,DOID:1612,breast cancer,Breast
HGNC:14881,ZEB2,Oncogene,DOID:1612,breast cancer,Breast
HGNC:14669,DCD,Oncogene,DOID:1612,breast cancer,Breast
HGNC:13723,CTCF,Oncogene,DOID:1612,breast cancer,Breast
HGNC:13606,KDM2A,Oncogene,DOID:1612,breast cancer,Breast
HGNC:13315,HDAC8,Oncogene,DOID:1612,breast cancer,Breast
HGNC:12738,WBP2,Oncogene,DOID:1612,breast cancer,Breast
HGNC:12513,UCHL1,Oncogene,DOID:1612,breast cancer,Breast
HGNC:12428,TWIST1,Oncogene,DOID:1612,breast cancer,Breast
HGNC:11730,TERT,Oncogene,DOID:1612,breast cancer,Breast
HGNC:11491,SYK,Oncogene,DOID:1612,breast cancer,Breast
HGNC:10812,SGK3,Oncogene,DOID:1612,breast cancer,Breast
HGNC:10780,SRSF1,Oncogene,DOID:1612,breast cancer,Breast
HGNC:1001,BCL6,Oncogene,DOID:1612,breast cancer,Breast
HGNC:16856,ESPL1,Oncogene,DOID:0080674,luminal breast carcinoma B,Breast
HGNC:8975,PIK3CA,Oncogene,DOID:3459,breast carcinoma,Breast
HGNC:7508,MUC1,Oncogene,DOID:3459,breast carcinoma,Breast
HGNC:727,ARTN,Oncogene,DOID:3459,breast carcinoma,Breast
HGNC:3468,ESR2,Oncogene,DOID:3459,breast carcinoma,Breast
HGNC:7553,MYC,Oncogene,DOID:3458,breast adenocarcinoma,Breast
HGNC:9087,PLP2,Oncogene,DOID:1612,breast cancer,Breast
HGNC:905,AXL,Oncogene,DOID:1612,breast cancer,Breast
HGNC:8602,PAPPA,Oncogene,DOID:1612,breast cancer,Breast
HGNC:8029,NTN1,Oncogene,DOID:1612,breast cancer,Breast
HGNC:784,ATF2,Oncogene,DOID:1612,breast cancer,Breast
HGNC:7381,MST1R,Oncogene,DOID:1612,breast cancer,Breast
HGNC:7323,SEPTIN9,Oncogene,DOID:1612,breast cancer,Breast
HGNC:7176,MMP9,Oncogene,DOID:1612,breast cancer,Breast
HGNC:6876,MAPK14,Oncogene,DOID:1612,breast cancer,Breast
HGNC:6860,MAP3K8,Oncogene,DOID:1612,breast cancer,Breast
HGNC:6597,LIFR,Oncogene,DOID:1612,breast cancer,Breast
HGNC:6075,INPP4B,Oncogene,DOID:1612,breast cancer,Breast
HGNC:533,ANXA1,Oncogene,DOID:1612,breast cancer,Breast
HGNC:5253,HSP90AA1,Oncogene,DOID:1612,breast cancer,Breast
HGNC:4893,HGF,Oncogene,DOID:1612,breast cancer,Breast
HGNC:4567,GRB7,Oncogene,DOID:1612,breast cancer,Breast
HGNC:427,ALK,Oncogene,DOID:1612,breast cancer,Breast
HGNC:3819,FOXO1,Oncogene,DOID:1612,breast cancer,Breast
HGNC:3810,FOXF2,Oncogene,DOID:1612,breast cancer,Breast
HGNC:3800,FOXC1,Oncogene,DOID:1612,breast cancer,Breast
HGNC:3432,ERBB4,Oncogene,DOID:1612,breast cancer,Breast
HGNC:3343,EN2,Oncogene,DOID:1612,breast cancer,Breast
HGNC:3287,EIF4E,Oncogene,DOID:1612,breast cancer,Breast
HGNC:3271,EIF3A,Oncogene,DOID:1612,breast cancer,Breast
HGNC:32594,PREX1,Oncogene,DOID:1612,breast cancer,Breast
HGNC:3221,EFNA1,Oncogene,DOID:1612,breast cancer,Breast
HGNC:3072,DUSP6,Oncogene,DOID:1612,breast cancer,Breast
HGNC:30123,ATAD2,Oncogene,DOID:1612,breast cancer,Breast
HGNC:29873,NKAP,Oncogene,DOID:1612,breast cancer,Breast
HGNC:28210,FAM83A,Oncogene,DOID:1612,breast cancer,Breast
HGNC:20857,NANOG,Oncogene,DOID:1612,breast cancer,Breast
HGNC:19383,SOCS1,Oncogene,DOID:1612,breast cancer,Breast
HGNC:19031,TBC1D3,Oncogene,DOID:1612,breast cancer,Breast
HGNC:18071,EMSY,Oncogene,DOID:1612,breast cancer,Breast
HGNC:17811,AMOTL1,Oncogene,DOID:1612,breast cancer,Breast
HGNC:17810,AMOT,Oncogene,DOID:1612,breast cancer,Breast
HGNC:17257,SPDEF,Oncogene,DOID:1612,breast cancer,Breast
HGNC:1722,CDK1,Oncogene,DOID:1612,breast cancer,Breast
HGNC:17004,WWP1,Oncogene,DOID:1612,breast cancer,Breast
HGNC:1580,CCNB2,Oncogene,DOID:1612,breast cancer,Breast
HGNC:14929,SIRT1,Oncogene,DOID:1612,breast cancer,Breast
HGNC:13718,FOSL1,Oncogene,DOID:1612,breast cancer,Breast
HGNC:13013,KAT6A,Oncogene,DOID:1612,breast cancer,Breast
HGNC:12784,WNT5A,Oncogene,DOID:1612,breast cancer,Breast
HGNC:12637,KDM6A,Oncogene,DOID:1612,breast cancer,Breast
HGNC:12340,TRPS1,Oncogene,DOID:1612,breast cancer,Breast
HGNC:12005,TPD52,Oncogene,DOID:1612,breast cancer,Breast
HGNC:11748,TFCP2,Oncogene,DOID:1612,breast cancer,Breast
HGNC:11744,TFAP2C,Oncogene,DOID:1612,breast cancer,Breast
HGNC:11200,SOX4,Oncogene,DOID:1612,breast cancer,Breast
HGNC:10257,ROR2,Oncogene,DOID:1612,breast cancer,Breast
HGNC:1582,CCND1,Oncogene,DOID:8029,sporadic breast cancer,Breast
HGNC:7553,MYC,Oncogene,DOID:7474,malignant pleural mesothelioma,Breast
HGNC:28917,JAZF1,Oncogene,DOID:5166,endometrial stromal tumor,Breast
HGNC:8033,NTRK3,Oncogene,DOID:4922,breast secretory carcinoma,Breast
HGNC:3229,EGF,Oncogene,DOID:3459,breast carcinoma,Breast
HGNC:11757,TFF3,Oncogene,DOID:3459,breast carcinoma,Breast
HGNC:6407,KRAS,Oncogene,DOID:3007,breast ductal carcinoma,Breast
HGNC:9975,TRIM27,Oncogene,DOID:1612,breast cancer,Breast
HGNC:9955,RELA,Oncogene,DOID:1612,breast cancer,Breast
HGNC:992,BCL2L1,Oncogene,DOID:1612,breast cancer,Breast
HGNC:9829,RAF1,Oncogene,DOID:1612,breast cancer,Breast
HGNC:9803,RAC3,Oncogene,DOID:1612,breast cancer,Breast
HGNC:9801,RAC1,Oncogene,DOID:1612,breast cancer,Breast
HGNC:9583,PTBP1,Oncogene,DOID:1612,breast cancer,Breast
HGNC:9472,LGMN,Oncogene,DOID:1612,breast cancer,Breast
HGNC:9446,PRLR,Oncogene,DOID:1612,breast cancer,Breast
HGNC:9445,PRL,Oncogene,DOID:1612,breast cancer,Breast
HGNC:9236,PPARG,Oncogene,DOID:1612,breast cancer,Breast
HGNC:8809,PDK1,Oncogene,DOID:1612,breast cancer,Breast
HGNC:8614,PAWR,Oncogene,DOID:1612,breast cancer,Breast
HGNC:8127,OGT,Oncogene,DOID:1612,breast cancer,Breast
HGNC:7883,NOTCH3,Oncogene,DOID:1612,breast cancer,Breast
HGNC:7745,NEK2,Oncogene,DOID:1612,breast cancer,Breast
HGNC:7727,NEDD4,Oncogene,DOID:1612,breast cancer,Breast
HGNC:7166,MMP2,Oncogene,DOID:1612,breast cancer,Breast
HGNC:7107,MKI67,Oncogene,DOID:1612,breast cancer,Breast
HGNC:6881,MAPK8,Oncogene,DOID:1612,breast cancer,Breast
HGNC:6553,LEP,Oncogene,DOID:1612,breast cancer,Breast
HGNC:6526,LCN2,Oncogene,DOID:1612,breast cancer,Breast
HGNC:6395,KPNA2,Oncogene,DOID:1612,breast cancer,Breast
HGNC:6351,KLF8,Oncogene,DOID:1612,breast cancer,Breast
HGNC:6192,JAK2,Oncogene,DOID:1612,breast cancer,Breast
HGNC:5466,IGF2,Oncogene,DOID:1612,breast cancer,Breast
HGNC:5465,IGF1R,Oncogene,DOID:1612,breast cancer,Breast
HGNC:5010,HMGA1,Oncogene,DOID:1612,breast cancer,Breast
HGNC:5009,HMGA2,Oncogene,DOID:1612,breast cancer,Breast
HGNC:4057,G6PD,Oncogene,DOID:1612,breast cancer,Breast
HGNC:393,AKT3,Oncogene,DOID:1612,breast cancer,Breast
HGNC:392,AKT2,Oncogene,DOID:1612,breast cancer,Breast
HGNC:3821,FOXO3,Oncogene,DOID:1612,breast cancer,Breast
HGNC:3801,FOXC2,Oncogene,DOID:1612,breast cancer,Breast
HGNC:3703,FHL2,Oncogene,DOID:1612,breast cancer,Breast
HGNC:3686,FGF8,Oncogene,DOID:1612,breast cancer,Breast
HGNC:3666,FGF10,Oncogene,DOID:1612,breast cancer,Breast
HGNC:3569,ACSL1,Oncogene,DOID:1612,breast cancer,Breast
HGNC:3493,ETV4,Oncogene,DOID:1612,breast cancer,Breast
HGNC:3490,ETV1,Oncogene,DOID:1612,breast cancer,Breast
HGNC:3338,CTTN,Oncogene,DOID:1612,breast cancer,Breast
HGNC:3312,ELAVL1,Oncogene,DOID:1612,breast cancer,Breast
HGNC:3288,EIF4EBP1,Oncogene,DOID:1612,breast cancer,Breast
HGNC:328,AGR2,Oncogene,DOID:1612,breast cancer,Breast
HGNC:3192,EEF1A2,Oncogene,DOID:1612,breast cancer,Breast
HGNC:3119,E2F5,Oncogene,DOID:1612,breast cancer,Breast
HGNC:30412,SETD7,Oncogene,DOID:1612,breast cancer,Breast
HGNC:30265,RAB11FIP1,Oncogene,DOID:1612,breast cancer,Breast
HGNC:29330,METTL14,Oncogene,DOID:1612,breast cancer,Breast
HGNC:29302,CIP2A,Oncogene,DOID:1612,breast cancer,Breast
HGNC:2917,DLX4,Oncogene,DOID:1612,breast cancer,Breast
HGNC:28979,GSE1,Oncogene,DOID:1612,breast cancer,Breast
HGNC:28230,MIEN1,Oncogene,DOID:1612,breast cancer,Breast
HGNC:2746,DDX5,Oncogene,DOID:1612,breast cancer,Breast
HGNC:2718,DDB2,Oncogene,DOID:1612,breast cancer,Breast
HGNC:2602,CYP24A1,Oncogene,DOID:1612,breast cancer,Breast
HGNC:25840,KDM8,Oncogene,DOID:1612,breast cancer,Breast
HGNC:2554,CUL4A,Oncogene,DOID:1612,breast cancer,Breast
HGNC:24948,DOT1L,Oncogene,DOID:1612,breast cancer,Breast
HGNC:2367,CRP,Oncogene,DOID:1612,breast cancer,Breast
HGNC:21674,FSIP1,Oncogene,DOID:1612,breast cancer,Breast
HGNC:20472,LSM1,Oncogene,DOID:1612,breast cancer,Breast
HGNC:18664,FAM3C,Oncogene,DOID:1612,breast cancer,Breast
HGNC:18341,PADI2,Oncogene,DOID:1612,breast cancer,Breast
HGNC:18254,HES6,Oncogene,DOID:1612,breast cancer,Breast
HGNC:17947,THEM4,Oncogene,DOID:1612,breast cancer,Breast
HGNC:17910,PRSS50,Oncogene,DOID:1612,breast cancer,Breast
HGNC:1791,CDKN3,Oncogene,DOID:1612,breast cancer,Breast
HGNC:17298,BRF2,Oncogene,DOID:1612,breast cancer,Breast
HGNC:17071,KDM4C,Oncogene,DOID:1612,breast cancer,Breast
HGNC:16870,MELK,Oncogene,DOID:1612,breast cancer,Breast
HGNC:16856,ESPL1,Oncogene,DOID:1612,breast cancer,Breast
HGNC:16354,ADHFE1,Oncogene,DOID:1612,breast cancer,Breast
HGNC:16281,TRIM11,Oncogene,DOID:1612,breast cancer,Breast
HGNC:16039,ANGPTL4,Oncogene,DOID:1612,breast cancer,Breast
HGNC:15937,UBE2C,Oncogene,DOID:1612,breast cancer,Breast
HGNC:1589,CCNE1,Oncogene,DOID:1612,breast cancer,Breast
HGNC:1554,CBX4,Oncogene,DOID:1612,breast cancer,Breast
HGNC:1542,CBLB,Oncogene,DOID:1612,breast cancer,Breast
HGNC:1541,CBL,Oncogene,DOID:1612,breast cancer,Breast
HGNC:1514,CASR,Oncogene,DOID:1612,breast cancer,Breast
HGNC:14685,F11R,Oncogene,DOID:1612,breast cancer,Breast
HGNC:14129,EHMT2,Oncogene,DOID:1612,breast cancer,Breast
HGNC:14065,HDAC9,Oncogene,DOID:1612,breast cancer,Breast
HGNC:13634,MAL2,Oncogene,DOID:1612,breast cancer,Breast
HGNC:13610,KDM2B,Oncogene,DOID:1612,breast cancer,Breast
HGNC:12932,TRIM25,Oncogene,DOID:1612,breast cancer,Breast
HGNC:12767,NSD3,Oncogene,DOID:1612,breast cancer,Breast
HGNC:12679,VDR,Oncogene,DOID:1612,breast cancer,Breast
HGNC:12659,VAV3,Oncogene,DOID:1612,breast cancer,Breast
HGNC:12652,VASP,Oncogene,DOID:1612,breast cancer,Breast
HGNC:12390,GFUS,Oncogene,DOID:1612,breast cancer,Breast
HGNC:12032,TRAF2,Oncogene,DOID:1612,breast cancer,Breast
HGNC:11896,TNFAIP3,Oncogene,DOID:1612,breast cancer,Breast
HGNC:11820,TIMP1,Oncogene,DOID:1612,breast cancer,Breast
HGNC:11812,TRIM24,Oncogene,DOID:1612,breast cancer,Breast
HGNC:11755,TFF1,Oncogene,DOID:1612,breast cancer,Breast
HGNC:11717,TEAD4,Oncogene,DOID:1612,breast cancer,Breast
HGNC:11602,TBX3,Oncogene,DOID:1612,breast cancer,Breast
HGNC:11597,TBX2,Oncogene,DOID:1612,breast cancer,Breast
HGNC:11523,TACC2,Oncogene,DOID:1612,breast cancer,Breast
HGNC:115,ACLY,Oncogene,DOID:1612,breast cancer,Breast
HGNC:11240,SPHK1,Oncogene,DOID:1612,breast cancer,Breast
HGNC:11128,SNAI1,Oncogene,DOID:1612,breast cancer,Breast
HGNC:11114,KDM5C,Oncogene,DOID:1612,breast cancer,Breast
HGNC:11094,SNAI2,Oncogene,DOID:1612,breast cancer,Breast
HGNC:11005,SLC2A1,Oncogene,DOID:1612,breast cancer,Breast
HGNC:10452,RRM2,Oncogene,DOID:1612,breast cancer,Breast
HGNC:10436,RPS6KB1,Oncogene,DOID:1612,breast cancer,Breast
HGNC:10263,RP1,Oncogene,DOID:1612,breast cancer,Breast
HGNC:18238,RAB25,Oncogene,DOID:0080674,luminal breast carcinoma B,Breast
HGNC:9949,RECQL4,Oncogene,DOID:8029,sporadic breast cancer,Breast
HGNC:3495,ETV6,Oncogene,DOID:4922,breast secretory carcinoma,Breast
HGNC:990,BCL2,Oncogene,DOID:3459,breast carcinoma,Breast
HGNC:583,APC,Oncogene,DOID:3459,breast carcinoma,Breast
HGNC:5173,HRAS,Oncogene,DOID:3459,breast carcinoma,Breast
HGNC:392,AKT2,Oncogene,DOID:3459,breast carcinoma,Breast
HGNC:29608,MTDH,Oncogene,DOID:3459,breast carcinoma,Breast
HGNC:25883,ZNF703,Oncogene,DOID:3459,breast carcinoma,Breast
HGNC:1984,CISH,Oncogene,DOID:3459,breast carcinoma,Breast
HGNC:14552,IKBKE,Oncogene,DOID:3459,breast carcinoma,Breast
HGNC:12680,VEGFA,Oncogene,DOID:3459,breast carcinoma,Breast
HGNC:11998,TP53,Oncogene,DOID:3459,breast carcinoma,Breast
HGNC:11755,TFF1,Oncogene,DOID:3459,breast carcinoma,Breast
HGNC:3430,ERBB2,Oncogene,DOID:3457,invasive lobular carcinoma,Breast
HGNC:1748,CDH1,Oncogene,DOID:3457,invasive lobular carcinoma,Breast
HGNC:1582,CCND1,Oncogene,DOID:3457,invasive lobular carcinoma,Breast
HGNC:7794,NFKB1,Oncogene,DOID:3008,invasive ductal carcinoma,Breast
HGNC:7553,MYC,Oncogene,DOID:3008,invasive ductal carcinoma,Breast
HGNC:6407,KRAS,Oncogene,DOID:3008,invasive ductal carcinoma,Breast
HGNC:905,AXL,Oncogene,DOID:3007,breast ductal carcinoma,Breast
HGNC:7553,MYC,Oncogene,DOID:3007,breast ductal carcinoma,Breast
HGNC:6348,KLF4,Oncogene,DOID:3007,breast ductal carcinoma,Breast
HGNC:3318,ELF3,Oncogene,DOID:3007,breast ductal carcinoma,Breast
HGNC:11998,TP53,Oncogene,DOID:3007,breast ductal carcinoma,Breast
HGNC:9954,REL,Oncogene,DOID:1612,breast cancer,Breast
HGNC:9900,RBM3,Oncogene,DOID:1612,breast cancer,Breast
HGNC:9874,RASAL2,Oncogene,DOID:1612,breast cancer,Breast
HGNC:9827,RAD9A,Oncogene,DOID:1612,breast cancer,Breast
HGNC:9820,RAD51C,Oncogene,DOID:1612,breast cancer,Breast
HGNC:9817,RAD51,Oncogene,DOID:1612,breast cancer,Breast
HGNC:9792,RAB9A,Oncogene,DOID:1612,breast cancer,Breast
HGNC:9767,RAB27B,Oncogene,DOID:1612,breast cancer,Breast
HGNC:9763,RAB2A,Oncogene,DOID:1612,breast cancer,Breast
HGNC:9645,PTPN12,Oncogene,DOID:1612,breast cancer,Breast
HGNC:9612,PTK2B,Oncogene,DOID:1612,breast cancer,Breast
HGNC:9611,PTK2,Oncogene,DOID:1612,breast cancer,Breast
HGNC:959,BAX,Oncogene,DOID:1612,breast cancer,Breast
HGNC:9557,PSMD12,Oncogene,DOID:1612,breast cancer,Breast
HGNC:9408,PRKD3,Oncogene,DOID:1612,breast cancer,Breast
HGNC:9397,ZMYND8,Oncogene,DOID:1612,breast cancer,Breast
HGNC:9341,PRC1,Oncogene,DOID:1612,breast cancer,Breast
HGNC:9234,MED1,Oncogene,DOID:1612,breast cancer,Breast
HGNC:9052,PLAU,Oncogene,DOID:1612,breast cancer,Breast
HGNC:9021,PKM,Oncogene,DOID:1612,breast cancer,Breast
