Gene_Hugo_ID,Gene_Name,Role,Cancer_ID,Cancer_Name,TCGA_based_Cancer_Type
HGNC:11312,TRIM21,Tumor_Suppressor,DOID:1612,breast cancer,Breast
HGNC:11180,SOD2,Tumor_Suppressor,DOID:1612,breast cancer,Breast
HGNC:10886,SIRT2,Tumor_Suppressor,DOID:1612,breast cancer,Breast
HGNC:10773,SFN,Tumor_Suppressor,DOID:1612,breast cancer,Breast
HGNC:10724,SEMA3B,Tumor_Suppressor,DOID:1612,breast cancer,Breast
HGNC:10435,RPS6KA6,Tumor_Suppressor,DOID:1612,breast cancer,Breast
HGNC:10360,RPL5,Tumor_Suppressor,DOID:1612,breast cancer,Breast
HGNC:9588,PTEN,Tumor_Suppressor,DOID:3459,breast carcinoma,Breast
HGNC:37212,KLLN,Tumor_Suppressor,DOID:3459,breast carcinoma,Breast
HGNC:10473,RUNX3,Tumor_Suppressor,DOID:3459,breast carcinoma,Breast
HGNC:9874,RASAL2,Tumor_Suppressor,DOID:1612,breast cancer,Breast
HGNC:9871,RASA1,Tumor_Suppressor,DOID:1612,breast cancer,Breast
HGNC:9678,PTPRO,Tumor_Suppressor,DOID:1612,breast cancer,Breast
HGNC:9673,PTPRJ,Tumor_Suppressor,DOID:1612,breast cancer,Breast
HGNC:957,BASP1,Tumor_Suppressor,DOID:1612,breast cancer,Breast
HGNC:9113,PML,Tumor_Suppressor,DOID:1612,breast cancer,Breast
HGNC:9060,PLCD1,Tumor_Suppressor,DOID:1612,breast cancer,Breast
HGNC:8912,PHB1,Tumor_Suppressor,DOID:1612,breast cancer,Breast
HGNC:8660,PCDH8,Tumor_Suppressor,DOID:1612,breast cancer,Breast
HGNC:8607,PRKN,Tumor_Suppressor,DOID:1612,breast cancer,Breast
HGNC:8573,PAEP,Tumor_Suppressor,DOID:1612,breast cancer,Breast
HGNC:7773,NF2,Tumor_Suppressor,DOID:1612,breast cancer,Breast
HGNC:777,ZFHX3,Tumor_Suppressor,DOID:1612,breast cancer,Breast
HGNC:7765,NF1,Tumor_Suppressor,DOID:1612,breast cancer,Breast
HGNC:7553,MYC,Tumor_Suppressor,DOID:1612,breast cancer,Breast
HGNC:6881,MAPK8,Tumor_Suppressor,DOID:1612,breast cancer,Breast
HGNC:6769,SMAD3,Tumor_Suppressor,DOID:1612,breast cancer,Breast
HGNC:6515,LATS2,Tumor_Suppressor,DOID:1612,breast cancer,Breast
HGNC:6436,KRT19,Tumor_Suppressor,DOID:1612,breast cancer,Breast
HGNC:5476,IGFBP7,Tumor_Suppressor,DOID:1612,breast cancer,Breast
HGNC:5474,IGFBP5,Tumor_Suppressor,DOID:1612,breast cancer,Breast
HGNC:544,ANXA6,Tumor_Suppressor,DOID:1612,breast cancer,Breast
HGNC:5109,HOXA9,Tumor_Suppressor,DOID:1612,breast cancer,Breast
HGNC:5100,HOXA10,Tumor_Suppressor,DOID:1612,breast cancer,Breast
HGNC:4638,GSTP1,Tumor_Suppressor,DOID:1612,breast cancer,Breast
HGNC:4217,GDF2,Tumor_Suppressor,DOID:1612,breast cancer,Breast
HGNC:4067,GABARAP,Tumor_Suppressor,DOID:1612,breast cancer,Breast
HGNC:3955,FRK,Tumor_Suppressor,DOID:1612,breast cancer,Breast
HGNC:3602,FBLN5,Tumor_Suppressor,DOID:1612,breast cancer,Breast
HGNC:31682,PRR5,Tumor_Suppressor,DOID:1612,breast cancer,Breast
HGNC:3093,DYRK2,Tumor_Suppressor,DOID:1612,breast cancer,Breast
HGNC:30358,RBM47,Tumor_Suppressor,DOID:1612,breast cancer,Breast
HGNC:30306,PHB2,Tumor_Suppressor,DOID:1612,breast cancer,Breast
HGNC:29506,SRCIN1,Tumor_Suppressor,DOID:1612,breast cancer,Breast
HGNC:2932,DMP1,Tumor_Suppressor,DOID:1612,breast cancer,Breast
HGNC:29263,ARRDC3,Tumor_Suppressor,DOID:1612,breast cancer,Breast
HGNC:28894,PYHIN1,Tumor_Suppressor,DOID:1612,breast cancer,Breast
HGNC:2810,GSDME,Tumor_Suppressor,DOID:1612,breast cancer,Breast
HGNC:26677,L3MBTL4,Tumor_Suppressor,DOID:1612,breast cancer,Breast
HGNC:26144,PALB2,Tumor_Suppressor,DOID:1612,breast cancer,Breast
HGNC:25574,TRIM62,Tumor_Suppressor,DOID:1612,breast cancer,Breast
HGNC:24466,SYNM,Tumor_Suppressor,DOID:1612,breast cancer,Breast
HGNC:21680,SIK2,Tumor_Suppressor,DOID:1612,breast cancer,Breast
HGNC:21033,HACE1,Tumor_Suppressor,DOID:1612,breast cancer,Breast
HGNC:2049,CLDN7,Tumor_Suppressor,DOID:1612,breast cancer,Breast
HGNC:20457,RNF144A,Tumor_Suppressor,DOID:1612,breast cancer,Breast
HGNC:20443,MTSS1,Tumor_Suppressor,DOID:1612,breast cancer,Breast
HGNC:20418,PDS5B,Tumor_Suppressor,DOID:1612,breast cancer,Breast
HGNC:20391,SULF1,Tumor_Suppressor,DOID:1612,breast cancer,Breast
HGNC:20344,UBR7,Tumor_Suppressor,DOID:1612,breast cancer,Breast
HGNC:20259,ZBTB1,Tumor_Suppressor,DOID:1612,breast cancer,Breast
HGNC:19719,LGR6,Tumor_Suppressor,DOID:1612,breast cancer,Breast
HGNC:18749,RIN1,Tumor_Suppressor,DOID:1612,breast cancer,Breast
HGNC:1835,CEBPD,Tumor_Suppressor,DOID:1612,breast cancer,Breast
HGNC:18196,SOX7,Tumor_Suppressor,DOID:1612,breast cancer,Breast
HGNC:18022,TP53INP1,Tumor_Suppressor,DOID:1612,breast cancer,Breast
HGNC:1785,CDKN1B,Tumor_Suppressor,DOID:1612,breast cancer,Breast
HGNC:1770,CDK10,Tumor_Suppressor,DOID:1612,breast cancer,Breast
HGNC:17575,SPEN,Tumor_Suppressor,DOID:1612,breast cancer,Breast
HGNC:16468,LACTB,Tumor_Suppressor,DOID:1612,breast cancer,Breast
HGNC:1612,CCRL2,Tumor_Suppressor,DOID:1612,breast cancer,Breast
HGNC:15533,SPRY4,Tumor_Suppressor,DOID:1612,breast cancer,Breast
HGNC:1514,CASR,Tumor_Suppressor,DOID:1612,breast cancer,Breast
HGNC:14932,SIRT4,Tumor_Suppressor,DOID:1612,breast cancer,Breast
HGNC:14107,PMEPA1,Tumor_Suppressor,DOID:1612,breast cancer,Breast
HGNC:14026,CSMD1,Tumor_Suppressor,DOID:1612,breast cancer,Breast
HGNC:13890,ITCH,Tumor_Suppressor,DOID:1612,breast cancer,Breast
HGNC:13799,ERP29,Tumor_Suppressor,DOID:1612,breast cancer,Breast
HGNC:13726,KMT2C,Tumor_Suppressor,DOID:1612,breast cancer,Breast
HGNC:13427,RBMS3,Tumor_Suppressor,DOID:1612,breast cancer,Breast
HGNC:12627,USP4,Tumor_Suppressor,DOID:1612,breast cancer,Breast
HGNC:11822,TIMP3,Tumor_Suppressor,DOID:1612,breast cancer,Breast
HGNC:11761,TFPI2,Tumor_Suppressor,DOID:1612,breast cancer,Breast
HGNC:11742,TFAP2A,Tumor_Suppressor,DOID:1612,breast cancer,Breast
HGNC:11110,ARID1A,Tumor_Suppressor,DOID:1612,breast cancer,Breast
HGNC:11075,NHERF1,Tumor_Suppressor,DOID:1612,breast cancer,Breast
HGNC:10901,SKP2,Tumor_Suppressor,DOID:1612,breast cancer,Breast
HGNC:1090,DST,Tumor_Suppressor,DOID:1612,breast cancer,Breast
HGNC:10723,SEMA3A,Tumor_Suppressor,DOID:1612,breast cancer,Breast
HGNC:1072,BMP5,Tumor_Suppressor,DOID:1612,breast cancer,Breast
HGNC:10492,S100A2,Tumor_Suppressor,DOID:1612,breast cancer,Breast
HGNC:9588,PTEN,Tumor_Suppressor,DOID:8029,sporadic breast cancer,Breast
HGNC:12872,ZIC1,Tumor_Suppressor,DOID:7474,malignant pleural mesothelioma,Breast
HGNC:9864,RARA,Tumor_Suppressor,DOID:3459,breast carcinoma,Breast
HGNC:6934,MCAM,Tumor_Suppressor,DOID:3459,breast carcinoma,Breast
HGNC:3701,FHIT,Tumor_Suppressor,DOID:3459,breast carcinoma,Breast
HGNC:217,ADAMTS1,Tumor_Suppressor,DOID:3459,breast carcinoma,Breast
HGNC:18384,SCGB3A1,Tumor_Suppressor,DOID:3459,breast carcinoma,Breast
HGNC:1748,CDH1,Tumor_Suppressor,DOID:3459,breast carcinoma,Breast
HGNC:16262,YAP1,Tumor_Suppressor,DOID:3459,breast carcinoma,Breast
HGNC:14931,SIRT3,Tumor_Suppressor,DOID:3459,breast carcinoma,Breast
HGNC:11491,SYK,Tumor_Suppressor,DOID:3459,breast carcinoma,Breast
HGNC:1034,BECN1,Tumor_Suppressor,DOID:3459,breast carcinoma,Breast
HGNC:11882,TMSB4Y,Tumor_Suppressor,DOID:1614,male breast cancer,Breast
HGNC:9909,RBMS2,Tumor_Suppressor,DOID:1612,breast cancer,Breast
HGNC:9902,RBM5,Tumor_Suppressor,DOID:1612,breast cancer,Breast
HGNC:9883,RASSF2,Tumor_Suppressor,DOID:1612,breast cancer,Breast
HGNC:9867,RARRES1,Tumor_Suppressor,DOID:1612,breast cancer,Breast
HGNC:9865,RARB,Tumor_Suppressor,DOID:1612,breast cancer,Breast
HGNC:9836,GPRC5A,Tumor_Suppressor,DOID:1612,breast cancer,Breast
HGNC:9835,RAI2,Tumor_Suppressor,DOID:1612,breast cancer,Breast
HGNC:9661,PTPN9,Tumor_Suppressor,DOID:1612,breast cancer,Breast
HGNC:9658,PTPN6,Tumor_Suppressor,DOID:1612,breast cancer,Breast
HGNC:9647,PTPN14,Tumor_Suppressor,DOID:1612,breast cancer,Breast
HGNC:952,BARD1,Tumor_Suppressor,DOID:1612,breast cancer,Breast
HGNC:946,MAGI1,Tumor_Suppressor,DOID:1612,breast cancer,Breast
HGNC:9397,ZMYND8,Tumor_Suppressor,DOID:1612,breast cancer,Breast
HGNC:9336,PRAME,Tumor_Suppressor,DOID:1612,breast cancer,Breast
HGNC:9042,PLA2R1,Tumor_Suppressor,DOID:1612,breast cancer,Breast
HGNC:9008,PKD1,Tumor_Suppressor,DOID:1612,breast cancer,Breast
HGNC:8864,CFP,Tumor_Suppressor,DOID:1612,breast cancer,Breast
HGNC:8847,PER3,Tumor_Suppressor,DOID:1612,breast cancer,Breast
HGNC:8686,PCDHB15,Tumor_Suppressor,DOID:1612,breast cancer,Breast
HGNC:8126,OGN,Tumor_Suppressor,DOID:1612,breast cancer,Breast
HGNC:7980,NR4A1,Tumor_Suppressor,DOID:1612,breast cancer,Breast
HGNC:7978,NR3C1,Tumor_Suppressor,DOID:1612,breast cancer,Breast
HGNC:7895,NPAS2,Tumor_Suppressor,DOID:1612,breast cancer,Breast
HGNC:7854,NMI,Tumor_Suppressor,DOID:1612,breast cancer,Breast
HGNC:758,ASS1,Tumor_Suppressor,DOID:1612,breast cancer,Breast
HGNC:7559,MYCN,Tumor_Suppressor,DOID:1612,breast cancer,Breast
HGNC:7380,MST1,Tumor_Suppressor,DOID:1612,breast cancer,Breast
HGNC:713,ARSA,Tumor_Suppressor,DOID:1612,breast cancer,Breast
HGNC:7035,MFAP4,Tumor_Suppressor,DOID:1612,breast cancer,Breast
HGNC:6934,MCAM,Tumor_Suppressor,DOID:1612,breast cancer,Breast
HGNC:6848,MAP3K1,Tumor_Suppressor,DOID:1612,breast cancer,Breast
HGNC:6844,MAP2K4,Tumor_Suppressor,DOID:1612,breast cancer,Breast
HGNC:6770,SMAD4,Tumor_Suppressor,DOID:1612,breast cancer,Breast
HGNC:667,RHOA,Tumor_Suppressor,DOID:1612,breast cancer,Breast
HGNC:6465,KSR1,Tumor_Suppressor,DOID:1612,breast cancer,Breast
HGNC:6367,KLK6,Tumor_Suppressor,DOID:1612,breast cancer,Breast
HGNC:6173,ITM2A,Tumor_Suppressor,DOID:1612,breast cancer,Breast
HGNC:6143,ITGA7,Tumor_Suppressor,DOID:1612,breast cancer,Breast
HGNC:6121,IRF6,Tumor_Suppressor,DOID:1612,breast cancer,Breast
HGNC:6062,ING1,Tumor_Suppressor,DOID:1612,breast cancer,Breast
HGNC:6036,FOXK2,Tumor_Suppressor,DOID:1612,breast cancer,Breast
HGNC:5467,IGF2R,Tumor_Suppressor,DOID:1612,breast cancer,Breast
HGNC:545,ANXA7,Tumor_Suppressor,DOID:1612,breast cancer,Breast
HGNC:5382,IDH1,Tumor_Suppressor,DOID:1612,breast cancer,Breast
HGNC:5281,FOXN2,Tumor_Suppressor,DOID:1612,breast cancer,Breast
HGNC:5022,FOXA2,Tumor_Suppressor,DOID:1612,breast cancer,Breast
HGNC:5021,FOXA1,Tumor_Suppressor,DOID:1612,breast cancer,Breast
HGNC:4910,HIF1A,Tumor_Suppressor,DOID:1612,breast cancer,Breast
HGNC:489,ANGPTL1,Tumor_Suppressor,DOID:1612,breast cancer,Breast
HGNC:471,AMPH,Tumor_Suppressor,DOID:1612,breast cancer,Breast
HGNC:4620,GSN,Tumor_Suppressor,DOID:1612,breast cancer,Breast
HGNC:4555,GPX3,Tumor_Suppressor,DOID:1612,breast cancer,Breast
HGNC:4462,GPNMB,Tumor_Suppressor,DOID:1612,breast cancer,Breast
HGNC:4451,GPC3,Tumor_Suppressor,DOID:1612,breast cancer,Breast
HGNC:4284,GJB2,Tumor_Suppressor,DOID:1612,breast cancer,Breast
HGNC:4216,GDF11,Tumor_Suppressor,DOID:1612,breast cancer,Breast
HGNC:4041,FZD3,Tumor_Suppressor,DOID:1612,breast cancer,Breast
HGNC:3816,FOXJ1,Tumor_Suppressor,DOID:1612,breast cancer,Breast
HGNC:3804,FOXD3,Tumor_Suppressor,DOID:1612,breast cancer,Breast
HGNC:3761,FLRT2,Tumor_Suppressor,DOID:1612,breast cancer,Breast
HGNC:3689,FGFR2,Tumor_Suppressor,DOID:1612,breast cancer,Breast
HGNC:3606,FBP1,Tumor_Suppressor,DOID:1612,breast cancer,Breast
HGNC:3595,FAT1,Tumor_Suppressor,DOID:1612,breast cancer,Breast
HGNC:3489,ETS2,Tumor_Suppressor,DOID:1612,breast cancer,Breast
HGNC:3488,ETS1,Tumor_Suppressor,DOID:1612,breast cancer,Breast
HGNC:348,AHR,Tumor_Suppressor,DOID:1612,breast cancer,Breast
HGNC:346,AHRR,Tumor_Suppressor,DOID:1612,breast cancer,Breast
HGNC:3395,EPHB4,Tumor_Suppressor,DOID:1612,breast cancer,Breast
HGNC:33495,BLID,Tumor_Suppressor,DOID:1612,breast cancer,Breast
HGNC:3277,EIF3E,Tumor_Suppressor,DOID:1612,breast cancer,Breast
HGNC:3236,EGFR,Tumor_Suppressor,DOID:1612,breast cancer,Breast
HGNC:3133,EBP,Tumor_Suppressor,DOID:1612,breast cancer,Breast
HGNC:30412,SETD7,Tumor_Suppressor,DOID:1612,breast cancer,Breast
HGNC:30242,TUSC3,Tumor_Suppressor,DOID:1612,breast cancer,Breast
HGNC:3002,DPEP1,Tumor_Suppressor,DOID:1612,breast cancer,Breast
HGNC:29535,MTF2,Tumor_Suppressor,DOID:1612,breast cancer,Breast
HGNC:29147,ZNF652,Tumor_Suppressor,DOID:1612,breast cancer,Breast
HGNC:29038,OTUD3,Tumor_Suppressor,DOID:1612,breast cancer,Breast
HGNC:2893,DKK3,Tumor_Suppressor,DOID:1612,breast cancer,Breast
HGNC:28701,SCARA5,Tumor_Suppressor,DOID:1612,breast cancer,Breast
HGNC:28301,DOK6,Tumor_Suppressor,DOID:1612,breast cancer,Breast
