Gene_Hugo_ID,Gene_Name,Role,Cancer_ID,Cancer_Name,TCGA_based_Cancer_Type
HGNC:434,ALOX15B,Tumor_Suppressor,DOID:10283,prostate cancer,Prostate
HGNC:4037,FYN,Tumor_Suppressor,DOID:10283,prostate cancer,Prostate
HGNC:391,AKT1,Tumor_Suppressor,DOID:10283,prostate cancer,Prostate
HGNC:3489,ETS2,Tumor_Suppressor,DOID:10283,prostate cancer,Prostate
HGNC:3468,ESR2,Tumor_Suppressor,DOID:10283,prostate cancer,Prostate
HGNC:30130,PAQR3,Tumor_Suppressor,DOID:10283,prostate cancer,Prostate
HGNC:29849,CADM2,Tumor_Suppressor,DOID:10283,prostate cancer,Prostate
HGNC:24592,STEAP3,Tumor_Suppressor,DOID:10283,prostate cancer,Prostate
HGNC:24352,TNS4,Tumor_Suppressor,DOID:10283,prostate cancer,Prostate
HGNC:21100,QKI,Tumor_Suppressor,DOID:10283,prostate cancer,Prostate
HGNC:19383,SOCS1,Tumor_Suppressor,DOID:10283,prostate cancer,Prostate
HGNC:18957,MAGI2,Tumor_Suppressor,DOID:10283,prostate cancer,Prostate
HGNC:1884,CFTR,Tumor_Suppressor,DOID:10283,prostate cancer,Prostate
HGNC:1814,CEACAM1,Tumor_Suppressor,DOID:10283,prostate cancer,Prostate
HGNC:17732,SYNPO2,Tumor_Suppressor,DOID:10283,prostate cancer,Prostate
HGNC:17360,LRIG1,Tumor_Suppressor,DOID:10283,prostate cancer,Prostate
HGNC:16501,PDLIM4,Tumor_Suppressor,DOID:10283,prostate cancer,Prostate
HGNC:1583,CCND2,Tumor_Suppressor,DOID:10283,prostate cancer,Prostate
HGNC:14607,TINCR,Tumor_Suppressor,DOID:10283,prostate cancer,Prostate
HGNC:14198,ELAC2,Tumor_Suppressor,DOID:10283,prostate cancer,Prostate
HGNC:12930,ZBTB16,Tumor_Suppressor,DOID:10283,prostate cancer,Prostate
HGNC:12862,ZFP36,Tumor_Suppressor,DOID:10283,prostate cancer,Prostate
HGNC:12687,VHL,Tumor_Suppressor,DOID:10283,prostate cancer,Prostate
HGNC:11973,TNS1,Tumor_Suppressor,DOID:10283,prostate cancer,Prostate
HGNC:11320,ABI1,Tumor_Suppressor,DOID:10283,prostate cancer,Prostate
HGNC:11180,SOD2,Tumor_Suppressor,DOID:10283,prostate cancer,Prostate
HGNC:10050,RNASEL,Tumor_Suppressor,DOID:10283,prostate cancer,Prostate
HGNC:21302,KCTD11,Tumor_Suppressor,DOID:2526,prostate adenocarcinoma,Prostate
HGNC:11998,TP53,Tumor_Suppressor,DOID:2526,prostate adenocarcinoma,Prostate
HGNC:1787,CDKN2A,Tumor_Suppressor,DOID:10286,prostate carcinoma,Prostate
HGNC:1101,BRCA2,Tumor_Suppressor,DOID:10286,prostate carcinoma,Prostate
HGNC:9902,RBM5,Tumor_Suppressor,DOID:10283,prostate cancer,Prostate
HGNC:9882,RASSF1,Tumor_Suppressor,DOID:10283,prostate cancer,Prostate
HGNC:9591,PTGDR,Tumor_Suppressor,DOID:10283,prostate cancer,Prostate
HGNC:9397,ZMYND8,Tumor_Suppressor,DOID:10283,prostate cancer,Prostate
HGNC:9237,PPARGC1A,Tumor_Suppressor,DOID:10283,prostate cancer,Prostate
HGNC:9113,PML,Tumor_Suppressor,DOID:10283,prostate cancer,Prostate
HGNC:8630,PEBP1,Tumor_Suppressor,DOID:10283,prostate cancer,Prostate
HGNC:8550,PA2G4,Tumor_Suppressor,DOID:10283,prostate cancer,Prostate
HGNC:7881,NOTCH1,Tumor_Suppressor,DOID:10283,prostate cancer,Prostate
HGNC:7773,NF2,Tumor_Suppressor,DOID:10283,prostate cancer,Prostate
HGNC:7553,MYC,Tumor_Suppressor,DOID:10283,prostate cancer,Prostate
HGNC:7534,MXI1,Tumor_Suppressor,DOID:10283,prostate cancer,Prostate
HGNC:7400,MT1H,Tumor_Suppressor,DOID:10283,prostate cancer,Prostate
HGNC:7010,MEN1,Tumor_Suppressor,DOID:10283,prostate cancer,Prostate
HGNC:6935,MCC,Tumor_Suppressor,DOID:10283,prostate cancer,Prostate
HGNC:6776,MAF,Tumor_Suppressor,DOID:10283,prostate cancer,Prostate
HGNC:6773,SMAD7,Tumor_Suppressor,DOID:10283,prostate cancer,Prostate
HGNC:6210,CD82,Tumor_Suppressor,DOID:10283,prostate cancer,Prostate
HGNC:583,APC,Tumor_Suppressor,DOID:10283,prostate cancer,Prostate
HGNC:5225,HSF2,Tumor_Suppressor,DOID:10283,prostate cancer,Prostate
HGNC:5112,HOXB13,Tumor_Suppressor,DOID:10283,prostate cancer,Prostate
HGNC:4415,GNMT,Tumor_Suppressor,DOID:10283,prostate cancer,Prostate
HGNC:433,ALOX15,Tumor_Suppressor,DOID:10283,prostate cancer,Prostate
HGNC:3821,FOXO3,Tumor_Suppressor,DOID:10283,prostate cancer,Prostate
HGNC:3810,FOXF2,Tumor_Suppressor,DOID:10283,prostate cancer,Prostate
HGNC:3796,FOS,Tumor_Suppressor,DOID:10283,prostate cancer,Prostate
HGNC:370,AKAP12,Tumor_Suppressor,DOID:10283,prostate cancer,Prostate
HGNC:3527,EZH2,Tumor_Suppressor,DOID:10283,prostate cancer,Prostate
HGNC:348,AHR,Tumor_Suppressor,DOID:10283,prostate cancer,Prostate
HGNC:3474,ESRRG,Tumor_Suppressor,DOID:10283,prostate cancer,Prostate
HGNC:3430,ERBB2,Tumor_Suppressor,DOID:10283,prostate cancer,Prostate
HGNC:3287,EIF4E,Tumor_Suppressor,DOID:10283,prostate cancer,Prostate
HGNC:3246,EHF,Tumor_Suppressor,DOID:10283,prostate cancer,Prostate
HGNC:3238,EGR1,Tumor_Suppressor,DOID:10283,prostate cancer,Prostate
HGNC:3114,E2F2,Tumor_Suppressor,DOID:10283,prostate cancer,Prostate
HGNC:29503,LCOR,Tumor_Suppressor,DOID:10283,prostate cancer,Prostate
HGNC:29381,LZTS2,Tumor_Suppressor,DOID:10283,prostate cancer,Prostate
HGNC:29263,ARRDC3,Tumor_Suppressor,DOID:10283,prostate cancer,Prostate
HGNC:2893,DKK3,Tumor_Suppressor,DOID:10283,prostate cancer,Prostate
HGNC:28135,TCHP,Tumor_Suppressor,DOID:10283,prostate cancer,Prostate
HGNC:2766,DEFB1,Tumor_Suppressor,DOID:10283,prostate cancer,Prostate
HGNC:26099,ARHGAP10,Tumor_Suppressor,DOID:10283,prostate cancer,Prostate
HGNC:25163,BATF2,Tumor_Suppressor,DOID:10283,prostate cancer,Prostate
HGNC:24969,NPRL2,Tumor_Suppressor,DOID:10283,prostate cancer,Prostate
HGNC:24682,FLVCR1,Tumor_Suppressor,DOID:10283,prostate cancer,Prostate
HGNC:24358,TSPYL2,Tumor_Suppressor,DOID:10283,prostate cancer,Prostate
HGNC:21396,ABHD5,Tumor_Suppressor,DOID:10283,prostate cancer,Prostate
HGNC:2095,CLU,Tumor_Suppressor,DOID:10283,prostate cancer,Prostate
HGNC:20418,PDS5B,Tumor_Suppressor,DOID:10283,prostate cancer,Prostate
HGNC:19164,STARD13,Tumor_Suppressor,DOID:10283,prostate cancer,Prostate
HGNC:18196,SOX7,Tumor_Suppressor,DOID:10283,prostate cancer,Prostate
HGNC:17190,OLFM4,Tumor_Suppressor,DOID:10283,prostate cancer,Prostate
HGNC:17098,DICER1,Tumor_Suppressor,DOID:10283,prostate cancer,Prostate
HGNC:17064,ELL2,Tumor_Suppressor,DOID:10283,prostate cancer,Prostate
HGNC:16833,SOCS6,Tumor_Suppressor,DOID:10283,prostate cancer,Prostate
HGNC:16421,SOX6,Tumor_Suppressor,DOID:10283,prostate cancer,Prostate
HGNC:16262,YAP1,Tumor_Suppressor,DOID:10283,prostate cancer,Prostate
HGNC:14931,SIRT3,Tumor_Suppressor,DOID:10283,prostate cancer,Prostate
HGNC:14267,PCDH17,Tumor_Suppressor,DOID:10283,prostate cancer,Prostate
HGNC:13404,PCDH10,Tumor_Suppressor,DOID:10283,prostate cancer,Prostate
HGNC:13233,ANP32A,Tumor_Suppressor,DOID:10283,prostate cancer,Prostate
HGNC:13010,TSHZ2,Tumor_Suppressor,DOID:10283,prostate cancer,Prostate
HGNC:12929,PCGF2,Tumor_Suppressor,DOID:10283,prostate cancer,Prostate
HGNC:12796,WT1,Tumor_Suppressor,DOID:10283,prostate cancer,Prostate
HGNC:11822,TIMP3,Tumor_Suppressor,DOID:10283,prostate cancer,Prostate
HGNC:11774,TGFBR3,Tumor_Suppressor,DOID:10283,prostate cancer,Prostate
HGNC:11630,HNF1B,Tumor_Suppressor,DOID:10283,prostate cancer,Prostate
HGNC:11389,STK11,Tumor_Suppressor,DOID:10283,prostate cancer,Prostate
HGNC:11364,STAT3,Tumor_Suppressor,DOID:10283,prostate cancer,Prostate
HGNC:1132,BTG3,Tumor_Suppressor,DOID:10283,prostate cancer,Prostate
HGNC:11191,SOX11,Tumor_Suppressor,DOID:10283,prostate cancer,Prostate
HGNC:11181,SOD3,Tumor_Suppressor,DOID:10283,prostate cancer,Prostate
HGNC:10723,SEMA3A,Tumor_Suppressor,DOID:10283,prostate cancer,Prostate
HGNC:10473,RUNX3,Tumor_Suppressor,DOID:10283,prostate cancer,Prostate
HGNC:10471,RUNX1,Tumor_Suppressor,DOID:10283,prostate cancer,Prostate
HGNC:1034,BECN1,Tumor_Suppressor,DOID:10283,prostate cancer,Prostate
HGNC:1033,BDNF,Tumor_Suppressor,DOID:10283,prostate cancer,Prostate
HGNC:10263,RP1,Tumor_Suppressor,DOID:10283,prostate cancer,Prostate
HGNC:990,BCL2,Tumor_Suppressor,DOID:2526,prostate adenocarcinoma,Prostate
HGNC:9884,RB1,Tumor_Suppressor,DOID:2526,prostate adenocarcinoma,Prostate
HGNC:8550,PA2G4,Tumor_Suppressor,DOID:2526,prostate adenocarcinoma,Prostate
HGNC:7881,NOTCH1,Tumor_Suppressor,DOID:2526,prostate adenocarcinoma,Prostate
HGNC:7838,NKX3-1,Tumor_Suppressor,DOID:2526,prostate adenocarcinoma,Prostate
HGNC:4333,NOP53,Tumor_Suppressor,DOID:2526,prostate adenocarcinoma,Prostate
HGNC:25209,PRUNE2,Tumor_Suppressor,DOID:2526,prostate adenocarcinoma,Prostate
HGNC:17257,SPDEF,Tumor_Suppressor,DOID:2526,prostate adenocarcinoma,Prostate
HGNC:14108,XPO7,Tumor_Suppressor,DOID:2526,prostate adenocarcinoma,Prostate
HGNC:7838,NKX3-1,Tumor_Suppressor,DOID:10286,prostate carcinoma,Prostate
HGNC:6770,SMAD4,Tumor_Suppressor,DOID:10286,prostate carcinoma,Prostate
HGNC:583,APC,Tumor_Suppressor,DOID:10286,prostate carcinoma,Prostate
HGNC:4555,GPX3,Tumor_Suppressor,DOID:10286,prostate carcinoma,Prostate
HGNC:4462,GPNMB,Tumor_Suppressor,DOID:10286,prostate carcinoma,Prostate
HGNC:434,ALOX15B,Tumor_Suppressor,DOID:10286,prostate carcinoma,Prostate
HGNC:3809,FOXF1,Tumor_Suppressor,DOID:10286,prostate carcinoma,Prostate
HGNC:37212,KLLN,Tumor_Suppressor,DOID:10286,prostate carcinoma,Prostate
HGNC:3701,FHIT,Tumor_Suppressor,DOID:10286,prostate carcinoma,Prostate
HGNC:2897,DLC1,Tumor_Suppressor,DOID:10286,prostate carcinoma,Prostate
HGNC:24642,ECRG4,Tumor_Suppressor,DOID:10286,prostate carcinoma,Prostate
HGNC:2235,KLF6,Tumor_Suppressor,DOID:10286,prostate carcinoma,Prostate
HGNC:1814,CEACAM1,Tumor_Suppressor,DOID:10286,prostate carcinoma,Prostate
HGNC:1748,CDH1,Tumor_Suppressor,DOID:10286,prostate carcinoma,Prostate
HGNC:16627,CHEK2,Tumor_Suppressor,DOID:10286,prostate carcinoma,Prostate
HGNC:1583,CCND2,Tumor_Suppressor,DOID:10286,prostate carcinoma,Prostate
HGNC:11364,STAT3,Tumor_Suppressor,DOID:10286,prostate carcinoma,Prostate
HGNC:11190,SOX10,Tumor_Suppressor,DOID:10286,prostate carcinoma,Prostate
HGNC:10494,S100A4,Tumor_Suppressor,DOID:10286,prostate carcinoma,Prostate
HGNC:9994,RGS12,Tumor_Suppressor,DOID:10283,prostate cancer,Prostate
HGNC:992,BCL2L1,Tumor_Suppressor,DOID:10283,prostate cancer,Prostate
HGNC:9901,RBM4,Tumor_Suppressor,DOID:10283,prostate cancer,Prostate
HGNC:990,BCL2,Tumor_Suppressor,DOID:10283,prostate cancer,Prostate
HGNC:9868,RARRES2,Tumor_Suppressor,DOID:10283,prostate cancer,Prostate
HGNC:9865,RARB,Tumor_Suppressor,DOID:10283,prostate cancer,Prostate
HGNC:9864,RARA,Tumor_Suppressor,DOID:10283,prostate cancer,Prostate
HGNC:9858,RAP1GAP,Tumor_Suppressor,DOID:10283,prostate cancer,Prostate
HGNC:9801,RAC1,Tumor_Suppressor,DOID:10283,prostate cancer,Prostate
HGNC:9756,QSOX1,Tumor_Suppressor,DOID:10283,prostate cancer,Prostate
HGNC:9688,CAVIN1,Tumor_Suppressor,DOID:10283,prostate cancer,Prostate
HGNC:9674,PTPRK,Tumor_Suppressor,DOID:10283,prostate cancer,Prostate
HGNC:9647,PTPN14,Tumor_Suppressor,DOID:10283,prostate cancer,Prostate
HGNC:9645,PTPN12,Tumor_Suppressor,DOID:10283,prostate cancer,Prostate
HGNC:9400,CAVIN3,Tumor_Suppressor,DOID:10283,prostate cancer,Prostate
HGNC:9306,PPP2R2C,Tumor_Suppressor,DOID:10283,prostate cancer,Prostate
HGNC:9221,POU5F1,Tumor_Suppressor,DOID:10283,prostate cancer,Prostate
HGNC:9069,PLEC,Tumor_Suppressor,DOID:10283,prostate cancer,Prostate
HGNC:905,AXL,Tumor_Suppressor,DOID:10283,prostate cancer,Prostate
HGNC:9046,PLAGL1,Tumor_Suppressor,DOID:10283,prostate cancer,Prostate
HGNC:8979,PIK3R1,Tumor_Suppressor,DOID:10283,prostate cancer,Prostate
HGNC:8881,PFN1,Tumor_Suppressor,DOID:10283,prostate cancer,Prostate
HGNC:8845,PER1,Tumor_Suppressor,DOID:10283,prostate cancer,Prostate
HGNC:8811,PDK3,Tumor_Suppressor,DOID:10283,prostate cancer,Prostate
HGNC:8805,PDGFRL,Tumor_Suppressor,DOID:10283,prostate cancer,Prostate
HGNC:8763,PDCD4,Tumor_Suppressor,DOID:10283,prostate cancer,Prostate
HGNC:8661,PCDH9,Tumor_Suppressor,DOID:10283,prostate cancer,Prostate
HGNC:8660,PCDH8,Tumor_Suppressor,DOID:10283,prostate cancer,Prostate
HGNC:8647,PCBP1,Tumor_Suppressor,DOID:10283,prostate cancer,Prostate
HGNC:8632,PBX1,Tumor_Suppressor,DOID:10283,prostate cancer,Prostate
HGNC:8607,PRKN,Tumor_Suppressor,DOID:10283,prostate cancer,Prostate
HGNC:8546,P4HA1,Tumor_Suppressor,DOID:10283,prostate cancer,Prostate
HGNC:8143,OPCML,Tumor_Suppressor,DOID:10283,prostate cancer,Prostate
HGNC:8133,OLR1,Tumor_Suppressor,DOID:10283,prostate cancer,Prostate
HGNC:80,AOC1,Tumor_Suppressor,DOID:10283,prostate cancer,Prostate
HGNC:7997,NRG1,Tumor_Suppressor,DOID:10283,prostate cancer,Prostate
HGNC:7996,NRF1,Tumor_Suppressor,DOID:10283,prostate cancer,Prostate
HGNC:7993,NRBP1,Tumor_Suppressor,DOID:10283,prostate cancer,Prostate
HGNC:7979,NR3C2,Tumor_Suppressor,DOID:10283,prostate cancer,Prostate
HGNC:7967,NR1H4,Tumor_Suppressor,DOID:10283,prostate cancer,Prostate
HGNC:7953,NPTX2,Tumor_Suppressor,DOID:10283,prostate cancer,Prostate
HGNC:795,ATM,Tumor_Suppressor,DOID:10283,prostate cancer,Prostate
HGNC:7897,NPC1,Tumor_Suppressor,DOID:10283,prostate cancer,Prostate
HGNC:7885,CCN3,Tumor_Suppressor,DOID:10283,prostate cancer,Prostate
HGNC:7765,NF1,Tumor_Suppressor,DOID:10283,prostate cancer,Prostate
HGNC:7764,NEUROG1,Tumor_Suppressor,DOID:10283,prostate cancer,Prostate
HGNC:7751,NELL2,Tumor_Suppressor,DOID:10283,prostate cancer,Prostate
HGNC:7737,NEFH,Tumor_Suppressor,DOID:10283,prostate cancer,Prostate
HGNC:7673,NCOR2,Tumor_Suppressor,DOID:10283,prostate cancer,Prostate
HGNC:76,ABL1,Tumor_Suppressor,DOID:10283,prostate cancer,Prostate
HGNC:7559,MYCN,Tumor_Suppressor,DOID:10283,prostate cancer,Prostate
HGNC:7133,KMT2D,Tumor_Suppressor,DOID:10283,prostate cancer,Prostate
HGNC:7127,MLH1,Tumor_Suppressor,DOID:10283,prostate cancer,Prostate
HGNC:7105,MITF,Tumor_Suppressor,DOID:10283,prostate cancer,Prostate
HGNC:7035,MFAP4,Tumor_Suppressor,DOID:10283,prostate cancer,Prostate
HGNC:7000,MEIS1,Tumor_Suppressor,DOID:10283,prostate cancer,Prostate
HGNC:6973,MDM2,Tumor_Suppressor,DOID:10283,prostate cancer,Prostate
HGNC:693,ARL2,Tumor_Suppressor,DOID:10283,prostate cancer,Prostate
HGNC:6923,MBNL1,Tumor_Suppressor,DOID:10283,prostate cancer,Prostate
HGNC:6917,MBD2,Tumor_Suppressor,DOID:10283,prostate cancer,Prostate
HGNC:6881,MAPK8,Tumor_Suppressor,DOID:10283,prostate cancer,Prostate
HGNC:6876,MAPK14,Tumor_Suppressor,DOID:10283,prostate cancer,Prostate
HGNC:6768,SMAD2,Tumor_Suppressor,DOID:10283,prostate cancer,Prostate
HGNC:6767,SMAD1,Tumor_Suppressor,DOID:10283,prostate cancer,Prostate
HGNC:671,RND3,Tumor_Suppressor,DOID:10283,prostate cancer,Prostate
HGNC:6705,LSAMP,Tumor_Suppressor,DOID:10283,prostate cancer,Prostate
HGNC:6698,LRP6,Tumor_Suppressor,DOID:10283,prostate cancer,Prostate
HGNC:6677,LPL,Tumor_Suppressor,DOID:10283,prostate cancer,Prostate
HGNC:6563,LGALS3,Tumor_Suppressor,DOID:10283,prostate cancer,Prostate
HGNC:6560,LFNG,Tumor_Suppressor,DOID:10283,prostate cancer,Prostate
HGNC:6551,LEF1,Tumor_Suppressor,DOID:10283,prostate cancer,Prostate
HGNC:6407,KRAS,Tumor_Suppressor,DOID:10283,prostate cancer,Prostate
HGNC:6358,KLK10,Tumor_Suppressor,DOID:10283,prostate cancer,Prostate
HGNC:6293,KCNN4,Tumor_Suppressor,DOID:10283,prostate cancer,Prostate
HGNC:6153,ITGB1,Tumor_Suppressor,DOID:10283,prostate cancer,Prostate
HGNC:6129,IRX4,Tumor_Suppressor,DOID:10283,prostate cancer,Prostate
HGNC:6074,INPP4A,Tumor_Suppressor,DOID:10283,prostate cancer,Prostate
HGNC:6018,IL6,Tumor_Suppressor,DOID:10283,prostate cancer,Prostate
HGNC:5951,CADM1,Tumor_Suppressor,DOID:10283,prostate cancer,Prostate
HGNC:5472,IGFBP3,Tumor_Suppressor,DOID:10283,prostate cancer,Prostate
HGNC:5465,IGF1R,Tumor_Suppressor,DOID:10283,prostate cancer,Prostate
HGNC:542,ANXA4,Tumor_Suppressor,DOID:10283,prostate cancer,Prostate
HGNC:5358,IRF8,Tumor_Suppressor,DOID:10283,prostate cancer,Prostate
HGNC:5224,HSF1,Tumor_Suppressor,DOID:10283,prostate cancer,Prostate
HGNC:5211,HSD17B2,Tumor_Suppressor,DOID:10283,prostate cancer,Prostate
HGNC:5133,HOXD10,Tumor_Suppressor,DOID:10283,prostate cancer,Prostate
HGNC:5123,HOXC11,Tumor_Suppressor,DOID:10283,prostate cancer,Prostate
HGNC:5010,HMGA1,Tumor_Suppressor,DOID:10283,prostate cancer,Prostate
HGNC:4923,HK2,Tumor_Suppressor,DOID:10283,prostate cancer,Prostate
HGNC:4856,HDGF,Tumor_Suppressor,DOID:10283,prostate cancer,Prostate
HGNC:4485,GPER1,Tumor_Suppressor,DOID:10283,prostate cancer,Prostate
HGNC:4317,GLI1,Tumor_Suppressor,DOID:10283,prostate cancer,Prostate
HGNC:4274,GJA1,Tumor_Suppressor,DOID:10283,prostate cancer,Prostate
HGNC:4217,GDF2,Tumor_Suppressor,DOID:10283,prostate cancer,Prostate
HGNC:4172,GATA3,Tumor_Suppressor,DOID:10283,prostate cancer,Prostate
HGNC:4095,GADD45A,Tumor_Suppressor,DOID:10283,prostate cancer,Prostate
HGNC:4046,FZD8,Tumor_Suppressor,DOID:10283,prostate cancer,Prostate
HGNC:4045,FZD7,Tumor_Suppressor,DOID:10283,prostate cancer,Prostate
HGNC:4043,FZD5,Tumor_Suppressor,DOID:10283,prostate cancer,Prostate
HGNC:4042,FZD4,Tumor_Suppressor,DOID:10283,prostate cancer,Prostate
HGNC:4040,FZD2,Tumor_Suppressor,DOID:10283,prostate cancer,Prostate
HGNC:3942,MTOR,Tumor_Suppressor,DOID:10283,prostate cancer,Prostate
HGNC:393,AKT3,Tumor_Suppressor,DOID:10283,prostate cancer,Prostate
HGNC:385,AKR1C2,Tumor_Suppressor,DOID:10283,prostate cancer,Prostate
HGNC:3818,FOXM1,Tumor_Suppressor,DOID:10283,prostate cancer,Prostate
HGNC:3809,FOXF1,Tumor_Suppressor,DOID:10283,prostate cancer,Prostate
HGNC:3761,FLRT2,Tumor_Suppressor,DOID:10283,prostate cancer,Prostate
HGNC:3756,FLNC,Tumor_Suppressor,DOID:10283,prostate cancer,Prostate
HGNC:3703,FHL2,Tumor_Suppressor,DOID:10283,prostate cancer,Prostate
HGNC:3702,FHL1,Tumor_Suppressor,DOID:10283,prostate cancer,Prostate
HGNC:3688,FGFR1,Tumor_Suppressor,DOID:10283,prostate cancer,Prostate
HGNC:3676,FGF2,Tumor_Suppressor,DOID:10283,prostate cancer,Prostate
HGNC:3606,FBP1,Tumor_Suppressor,DOID:10283,prostate cancer,Prostate
HGNC:3600,FBLN1,Tumor_Suppressor,DOID:10283,prostate cancer,Prostate
HGNC:3582,FANCA,Tumor_Suppressor,DOID:10283,prostate cancer,Prostate
