PathwayID,GeneCount,PathwaySize,BackgroundSize,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,GeneList,GeneSet,Library Source
RUNX1 Regulates Genes Involved In Megakaryocyte Differentiation And Platelet Function R-HSA-8936459,17,64,19938,17/1158,64/19938,0.265625,4.573429404145078,7.10998920117872,8.884212817855853e-08,3.13461848479065e-07,H2AC19/H2BC13/H2AC14/H2BC12/H2BC5/H2BC11/H2AC4/H3C13/H2BC3/H2BC17/H4C15/H2BC14/H2AC20/H3C7/H2AC7/H2BC9/H2BC4,Upregulated,Reactome_2022
Transcriptional Regulation Of Granulopoiesis R-HSA-9616222,19,57,19938,19/1158,57/19938,0.3333333333333333,5.739205526770293,8.89734126571342,2.1876741295771684e-10,1.5151668971515944e-09,H2AC19/LEF1/H2AC4/H2BC17/H4C15/H2AC7/H2BC4/H2AC14/H3C7/H2BC9/H2BC13/H2AC20/E2F1/H2BC12/H2BC5/H2BC11/H3C13/H2BC3/H2BC14,Upregulated,Reactome_2022
Mitotic G1 Phase And G1/S Transition R-HSA-453279,19,147,19938,19/1158,147/19938,0.1292517006802721,2.2254062246660324,3.7028939165574024,0.0008800662716646314,0.0016457239280128608,MYBL2/CCNE1/CCNB1/RRM2/CDK1/ORC6/CCNE2/CCNA2/TK1/CDC25A/E2F2/CDC6/TOP2A/CDKN2A/MCM10/E2F1/CDC45/CDT1/PTK6,Upregulated,Reactome_2022
Mitotic Prometaphase R-HSA-68877,32,186,19938,32/1158,186/19938,0.17204301075268819,2.9621705944620875,6.676119269685903,3.00770309852899e-08,1.171750998801919e-07,ZWINT/CCNB1/CDCA8/PLK1/CDC20/SKA1/BUB1B/CENPE/KIF18A/SGO1/CDK1/SPC24/CENPM/NUF2/KNL1/CCNB2/MAD2L1/NDC80/CENPI/AURKB/BIRC5/ERCC6L/SPC25/NCAPG/NEK2/KIF2C/CENPA/CENPU/BUB1/CDCA5/NCAPH/CENPF,Upregulated,Reactome_2022
DNA Damage/Telomere Stress Induced Senescence R-HSA-2559586,25,59,19938,25/1158,59/19938,0.423728813559322,7.295600245894441,12.025475913871507,4.414913771373392e-16,2.0639721881170607e-14,H2AC19/CCNE1/H1-5/H2AC4/H2BC17/H4C15/H1-1/H2AC7/H2BC4/LMNB1/ARTN/H1-4/H2AC14/H1-2/CCNE2/CCNA2/H2BC9/H2BC13/H2AC20/H1-3/H2BC12/H2BC5/H2BC11/H2BC3/H2BC14,Upregulated,Reactome_2022
EML4 And NUDC In Mitotic Spindle Formation R-HSA-9648025,25,97,19938,25/1158,97/19938,0.25773195876288657,4.437530046471876,8.427271420490046,1.7503221349428862e-10,1.2588855355166143e-09,ZWINT/CDCA8/PLK1/CDC20/SKA1/CENPE/BUB1B/KIF18A/SGO1/SPC24/CENPM/NUF2/KNL1/MAD2L1/NDC80/CENPI/AURKB/BIRC5/ERCC6L/SPC25/KIF2C/CENPA/CENPU/BUB1/CENPF,Upregulated,Reactome_2022
Epigenetic Regulation Of Gene Expression R-HSA-212165,19,114,19938,19/1158,114/19938,0.16666666666666666,2.8696027633851466,4.970985686327633,2.9605380656305388e-05,6.834822447813713e-05,H2AC19/H2AC4/H2BC17/H4C15/H2AC7/H2BC4/H2AC14/H3C7/H2BC9/EZH2/H2BC13/UHRF1/H2AC20/H2BC12/H2BC5/H2BC11/H3C13/H2BC3/H2BC14,Upregulated,Reactome_2022
"Signaling By Rho GTPases, Miro GTPases And RHOBTB3 R-HSA-9716542",58,657,19938,58/1158,657/19938,0.0882800608828006,1.5199722399665618,3.365382685256026,0.0009885934428121301,0.0018124213118222386,H2AC19/ZWINT/CCNE1/CDCA8/PLK1/CDC20/H2AC4/SKA1/CENPE/H2BC17/H4C15/KIF18A/SGO1/BUB1B/DEPDC1B/CDC25C/H2AC7/CCDC187/H2BC4/PARD6B/LMNB1/DSPP/SPC24/H2AC14/IQGAP3/ARHGAP11A/ANLN/NUF2/MUC13/CENPM/H3C7/H2BC9/S100A8/KNL1/H2BC13/NDC80/MAD2L1/H2AC20/CENPI/AURKB/ERCC6L/BIRC5/SPC25/S100A9/KIF14/KIF2C/RHPN1/CENPA/H2BC12/H2BC5/CENPU/H2BC11/BUB1/H2BC3/H3C13/DIAPH3/CENPF/H2BC14,Upregulated,Reactome_2022
Signal Transduction R-HSA-162582,164,2457,19938,164/1158,2457/19938,0.06674806674806674,1.1492426207452113,1.9617727549830914,0.029353154033174678,0.04255069615661756,RDH16/ZWINT/COL6A5/CDCA8/CXCL9/TFF3/CDC25C/VGF/LMNB1/ARTN/BMPR1B/H3C7/CCKBR/CBX2/KNL1/EZH2/H2BC13/RET/GNG4/INHBA/KPNA2/NPW/NEURL1/RXFP3/CXCL10/SSTR5/RAMP1/H2BC12/H2BC3/H2BC14/FGF5/FOXH1/GHSR/SALL4/CENPE/MC5R/BUB1B/ASCL1/GNGT1/UCN3/TRH/H2BC4/PLPPR5/GPR37L1/HTR2C/DKK1/CCL11/CRABP2/CCL7/H2BC9/HTR1A/S100A8/DLGAP5/LINGO1/CENPI/E2F1/KIF14/KIF2C/RHPN1/CENPA/HPN/H2BC5/KISS1/ADM2/PYY/TAS1R3/DEPDC1B/H4C15/KIF18A/CCL20/H2AC7/CDK1/DSPP/SPC24/FABP6/H2AC14/CD80/MMP9/ANLN/GABBR2/MMP10/NPBWR1/GNAT3/GRM4/SOX3/SSTR2/FGF4/AURKB/CXCL11/BIRC5/S100A9/CHGA/CENPU/BUB1/SCT/PTK6/DIAPH3/NMU/GPHA2/GNG13/CD19/TERT/GRIN2D/CCR8/H2AC19/FN1/CCNE1/CDK5R2/EDN2/PLK1/CDC20/LEF1/H2AC4/CCDC187/SKA1/H2BC17/GAL/COL9A1/SGO1/KREMEN2/SRMS/PROC/HTR1E/SOX2/GABRA1/IGF2BP1/ACTN2/PARD6B/PRLH/GRM8/CXCL13/NTSR1/SORCS3/GABRG2/IQGAP3/ARHGAP11A/MMP3/NUF2/CENPM/MUC13/FGFR3/AMH/OPRD1/GABRQ/IAPP/NDC80/HOXC13/MAD2L1/GHRH/H2AC20/NOTUM/HTR1D/RGS8/TACR3/ERCC6L/SPC25/GPRIN1/TACC3/H2BC11/H3C13/KISS1R/UTS2/TFF1/CENPF,Upregulated,Reactome_2022
Transmission Across Chemical Synapses R-HSA-112315,33,246,19938,33/1158,246/19938,0.13414634146341464,2.309680272968533,5.132445142648369,6.328307569449568e-06,1.621087007516533e-05,CHRNA9/GAD1/CACNA1B/GABRA3/KCNJ3/SLC18A3/GNGT1/GABRA1/ACTN2/KCNJ6/GABRG2/GABRA5/GABBR2/SYT1/KCNJ10/SLC1A6/GABRQ/GNAT3/GNG4/GRIA2/SLC1A1/SLC6A4/CACNG4/KPNA2/KCNJ4/CHRNA4/PPM1E/GPRIN1/HTR3A/CHRNA6/GNG13/SYN1/GRIN2D,Upregulated,Reactome_2022
Post-translational Protein Phosphorylation R-HSA-8957275,12,106,19938,12/1158,106/19938,0.11320754716981132,1.9491641411672698,2.433029576742405,0.019981009761701345,0.029654355757445645,APOA1/AMELX/TNNI3/CHGB/TMEM132A/CDH2/MSLN/PROC/NOTUM/MATN3/VGF/FN1,Upregulated,Reactome_2022
G2/M DNA Damage Checkpoint R-HSA-69473,17,74,19938,17/1158,74/19938,0.22972972972972974,3.9553984035849323,6.324627195371481,8.51488287587945e-07,2.487942340296027e-06,ARTN/H2BC13/H2BC4/CCNB1/H2BC12/H2BC5/BRIP1/H2BC11/H2BC3/H2BC17/H4C15/EXO1/CDC25C/RMI2/H2BC9/H2BC14/CDK1,Upregulated,Reactome_2022
Mitotic Prophase R-HSA-68875,22,110,19938,22/1158,110/19938,0.2,3.4435233160621763,6.38130885620073,2.9620345576880697e-07,9.38814342860456e-07,H2AC19/CCNB1/PLK1/H2AC4/H2BC17/H4C15/H2AC7/H2BC4/CDK1/LMNB1/H2AC14/H3C7/H2BC9/CCNB2/H2BC13/H2AC20/H2BC12/H2BC5/H2BC11/H3C13/H2BC3/H2BC14,Upregulated,Reactome_2022
Peptide Ligand-Binding Receptors R-HSA-375276,29,195,19938,29/1158,195/19938,0.14871794871794872,2.560568619635977,5.437884673372007,2.9617932879659827e-06,7.912219212137696e-06,PYY/EDN2/GHSR/CXCL9/MC5R/GAL/CCL20/TRH/GPR37L1/PRLH/CXCL13/NTSR1/CCL11/CCL7/NPBWR1/CCKBR/OPRD1/NPW/SSTR2/CXCL11/TACR3/RXFP3/CXCL10/SSTR5/KISS1/KISS1R/UTS2/NMU/CCR8,Upregulated,Reactome_2022
Chromosome Maintenance R-HSA-73886,25,116,19938,25/1158,116/19938,0.21551724137931033,3.710693228515276,7.270629592471879,9.648117699504718e-09,4.4004829507497134e-08,H2AC19/H2AC4/H2BC17/H4C15/H2AC7/H2BC4/TERT/H2AC14/CENPM/CCNA2/H2BC9/KNL1/OIP5/H2BC13/H2AC20/CENPI/H2BC12/CENPA/H2BC5/CENPU/PIF1/H2BC11/H2BC3/HJURP/H2BC14,Upregulated,Reactome_2022
Defective Pyroptosis R-HSA-9710421,18,40,19938,18/1158,40/19938,0.45,7.747927461139897,10.60796499459789,1.6625518111318878e-12,1.8288069922450764e-11,H2AC19/EZH2/H2BC13/H2AC14/H2BC12/H2BC5/H2BC11/H2AC4/H3C13/H2BC3/H2BC17/H4C15/H2BC14/H2AC20/H3C7/H2AC7/H2BC9/H2BC4,Upregulated,Reactome_2022
DNA Methylation R-HSA-5334118,18,32,19938,18/1158,32/19938,0.5625,9.68490932642487,12.209128595693713,1.0787286073817577e-14,4.034444991607774e-13,H2AC19/H2BC13/H2AC14/H2BC12/H2BC5/H2BC11/H2AC4/H3C13/H2BC3/H2BC17/H4C15/UHRF1/H2AC20/H2BC14/H3C7/H2AC7/H2BC9/H2BC4,Upregulated,Reactome_2022
Packaging Of Telomere Ends R-HSA-171306,15,31,19938,15/1158,31/19938,0.4838709677419355,8.33110479692462,10.143404777737517,3.291746681444106e-11,2.79798467922749e-10,H2AC19/H2BC13/H2AC14/H2BC12/H2BC5/H2BC11/H2AC4/H2BC3/H2BC17/H4C15/H2BC14/H2AC20/H2AC7/H2BC9/H2BC4,Upregulated,Reactome_2022
"Base-Excision Repair, AP Site Formation R-HSA-73929",16,42,19938,16/1158,42/19938,0.38095238095238093,6.559092030594621,8.955338640365614,6.002302775928449e-10,3.5075956846831876e-09,H2AC19/H2BC13/H2AC14/H2BC12/H2BC5/H2BC11/H2AC4/H2BC3/H2BC17/H4C15/H2BC14/H2AC20/H2AC7/H2BC9/H2BC4/NEIL3,Upregulated,Reactome_2022
Amyloid Fiber Formation R-HSA-977225,19,77,19938,19/1158,77/19938,0.24675324675324675,4.248502792544244,7.091930019336429,5.7426598208338235e-08,2.1056419343057355e-07,APOA1/H2AC19/H2AC4/H2BC17/H4C15/H2AC7/H2BC4/H2AC14/H3C7/H2BC9/H2BC13/IAPP/H2AC20/H2BC12/H2BC5/H2BC11/H3C13/H2BC3/H2BC14,Upregulated,Reactome_2022
Collagen Formation R-HSA-1474290,12,90,19938,12/1158,90/19938,0.13333333333333333,2.2956822107081174,3.0591288187076127,0.005765248693937588,0.00945703075233622,P4HA3/COL6A5/COL1A1/ADAMTS14/MMP9/COL2A1/MMP13/MMP3/COL10A1/COL9A1/COL11A1/COL22A1,Upregulated,Reactome_2022
GABA Receptor Activation R-HSA-977443,14,59,19938,14/1158,59/19938,0.23728813559322035,4.085536137700887,5.893805047342309,5.2130825670890825e-06,1.3539533889523034e-05,KCNJ6/GNAT3/GABRG2/GNG4/GABRA5/GABBR2/KCNJ4/GABRA3/KCNJ3/GNG13/GNGT1/KCNJ10/GABRA1/GABRQ,Upregulated,Reactome_2022
Meiotic Synapsis R-HSA-1221632,17,57,19938,17/1158,57/19938,0.2982456140350877,5.135078629215526,7.763158933890276,1.3240073937643372e-08,5.627031423498433e-08,H2AC19/LMNB1/SMC1B/H2BC13/H2AC14/H2BC12/H2BC5/H2BC11/H2AC4/H2BC3/H2BC17/H4C15/H2BC14/H2AC20/H2AC7/H2BC9/H2BC4,Upregulated,Reactome_2022
Gene Silencing By RNA R-HSA-211000,20,106,19938,20/1158,106/19938,0.18867924528301888,3.2486069019454495,5.763942042914004,2.6405768020514527e-06,7.156345825849589e-06,H2AC19/ASZ1/H2AC4/H2BC17/H4C15/MAEL/H2AC7/H2BC4/H2AC14/MYBL1/H3C7/H2BC9/H2BC13/H2AC20/H2BC12/H2BC5/H2BC11/H3C13/H2BC3/H2BC14,Upregulated,Reactome_2022
Antimicrobial Peptides R-HSA-6803157,16,87,19938,16/1158,87/19938,0.1839080459770115,3.166458221666369,5.028693200754452,3.6006624933010384e-05,8.112335978883062e-05,PGLYRP2/PGLYRP4/S100A9/BPIFA1/DEFB126/CHGA/S100A7A/BPIFB1/PRSS2/DCD/HTN1/BPIFB6/S100A7/PGLYRP3/S100A8/BPIFA2,Upregulated,Reactome_2022
Signaling By GPCR R-HSA-372790,53,686,19938,53/1158,686/19938,0.07725947521865889,1.330224021510899,2.185592458794886,0.02092222045065995,0.03080673404939693,PYY/NMU/EDN2/TAS1R3/GHSR/CXCL9/MC5R/GAL/CCL20/GNGT1/UCN3/HTR1E/TRH/PLPPR5/GPR37L1/PRLH/HTR2C/GRM8/CXCL13/NTSR1/CCL11/GABBR2/MMP3/CCL7/NPBWR1/CCKBR/HTR1A/OPRD1/GNAT3/GNG4/KPNA2/IAPP/NPW/GRM4/GNG13/GHRH/HTR1D/RGS8/SSTR2/CXCL11/TACR3/RXFP3/CXCL10/SSTR5/RAMP1/CHGA/KISS1/SCT/KISS1R/UTS2/GPHA2/ADM2/CCR8,Upregulated,Reactome_2022
Cell Cycle R-HSA-1640170,101,651,19938,101/1158,651/19938,0.15514592933947774,2.6712431253631324,10.765499323986061,7.224181318195123e-20,7.048246671432712e-18,ZWINT/MND1/CDCA8/EXO1/CDC25C/LMNB1/ARTN/H3C7/ESCO2/RMI2/KNL1/H2BC13/SMC1B/CDKN2A/MCM10/NEK2/TUBA3D/FOXM1/H2BC12/CDCA5/CDT1/H2BC3/UBE2C/H2BC14/GINS2/UBE2S/CCNB1/TUBB3/CENPE/BUB1B/RRM2/H2BC4/PTTG1/H2BC9/ESPL1/TPX2/CDC25A/OIP5/HMMR/CDC6/CENPI/TOP2A/E2F1/KIF2C/CENPA/H2BC5/TUBA3C/HJURP/MYBL2/H4C15/KIF18A/H2AC7/CDK1/SPC24/H2AC14/ORC6/CLSPN/TEX15/E2F2/AURKB/PKMYT1/BIRC5/BRIP1/CENPU/CDC45/BUB1/NCAPH/PTK6/TERT/AURKA/H2AC19/CCNE1/PLK1/CDC20/TUBA4B/H2AC4/SKA1/RAD51/H2BC17/SGO1/NUF2/KIF23/CCNE2/GINS1/CENPM/CCNA2/GTSE1/TK1/CCNB2/NDC80/MAD2L1/H2AC20/TUBA3E/ERCC6L/SPC25/NCAPG/PIF1/H2BC11/H3C13/KIF20A/CENPF,Upregulated,Reactome_2022
Neuronal System R-HSA-112316,45,386,19938,45/1158,386/19938,0.11658031088082901,2.007235093559559,4.962097541062274,6.833081331087154e-06,1.726738120153105e-05,KCNK9/CHRNA9/GAD1/CACNA1B/GABRA3/KCNJ3/KCNF1/SLC18A3/GNGT1/GABRA1/ACTN2/KCNJ6/GABRG2/GABRA5/GABBR2/SYT1/KCNJ10/SLC1A6/GABRQ/GNAT3/KCNH6/GNG4/GRIA2/SLC6A4/SLC1A1/CACNG4/CHRNA4/LRFN2/KPNA2/KCNJ4/PPM1E/SLITRK6/KCNH2/KCNK16/GPRIN1/KCNH1/KCNG1/SYT9/HCN2/KCNG3/HTR3A/CHRNA6/GNG13/SYN1/GRIN2D,Upregulated,Reactome_2022
Recruitment And ATM-mediated Phosphorylation Of Repair And Signal Proteins At DNA Double Strand Breaks R-HSA-5693565,11,58,19938,11/1158,58/19938,0.1896551724137931,3.265410041093443,4.290313402298417,0.0004425248424807622,0.0008531149025144592,ARTN/H2BC13/H2BC12/H2BC5/H2BC11/H2BC3/H2BC17/H4C15/H2BC14/H2BC9/H2BC4,Upregulated,Reactome_2022
DNA Repair R-HSA-73894,30,307,19938,30/1158,307/19938,0.09771986970684039,1.6825032488903142,2.992533972820939,0.0037710187144080766,0.00646954586783771,H2AC19/H2AC4/H2BC17/RAD51/H4C15/EXO1/UBE2T/H2AC7/H2BC4/ARTN/H2AC14/CLSPN/CCNA2/RMI2/H2BC9/NEIL3/ISG15/H2BC13/KPNA2/PCLAF/H2AC20/EME1/DTL/H2BC12/H2BC5/BRIP1/H2BC11/H2BC3/RAD51AP1/H2BC14,Upregulated,Reactome_2022
Negative Epigenetic Regulation Of rRNA Expression R-HSA-5250941,17,75,19938,17/1158,75/19938,0.22666666666666666,3.9026597582037996,6.253753120118495,1.0420502228609237e-06,2.9978983334614266e-06,H2AC19/H2BC13/H2BC4/H2BC12/H2AC14/H2BC5/H2BC11/H2AC4/H2BC3/H3C13/H2BC17/H4C15/H2AC20/H3C7/H2AC7/H2BC9/H2BC14,Upregulated,Reactome_2022
"Cell Cycle, Mitotic R-HSA-69278",88,521,19938,88/1158,521/19938,0.1689059500959693,2.9081578868855233,10.959190929881384,7.538231734152632e-20,7.048246671432712e-18,ZWINT/CDCA8/CDC25C/LMNB1/H3C7/ESCO2/KNL1/H2BC13/CDKN2A/MCM10/NEK2/TUBA3D/FOXM1/H2BC12/CDCA5/CDT1/H2BC3/UBE2C/H2BC14/GINS2/UBE2S/CCNB1/TUBB3/CENPE/BUB1B/RRM2/H2BC4/PTTG1/H2BC9/ESPL1/TPX2/CDC25A/HMMR/CDC6/CENPI/TOP2A/E2F1/KIF2C/CENPA/H2BC5/TUBA3C/MYBL2/H4C15/KIF18A/H2AC7/CDK1/SPC24/H2AC14/ORC6/E2F2/AURKB/PKMYT1/BIRC5/CENPU/CDC45/BUB1/NCAPH/PTK6/AURKA/H2AC19/CCNE1/PLK1/CDC20/TUBA4B/H2AC4/SKA1/H2BC17/SGO1/NUF2/KIF23/CCNE2/GINS1/CENPM/CCNA2/GTSE1/TK1/CCNB2/NDC80/MAD2L1/H2AC20/TUBA3E/ERCC6L/SPC25/NCAPG/H2BC11/H3C13/KIF20A/CENPF,Upregulated,Reactome_2022
GPCR Downstream Signaling R-HSA-388396,47,617,19938,47/1158,617/19938,0.07617504051863858,1.3115526406395648,1.9520709949905397,0.03493045066386213,0.04986255171100929,PYY/NMU/EDN2/TAS1R3/GHSR/CXCL9/MC5R/GAL/CCL20/GNGT1/HTR1E/TRH/GPR37L1/HTR2C/GRM8/CXCL13/NTSR1/GABBR2/MMP3/NPBWR1/CCKBR/OPRD1/GNAT3/GNG4/KPNA2/IAPP/NPW/GRM4/GNG13/GHRH/HTR1D/RGS8/SSTR2/CXCL11/TACR3/RXFP3/CXCL10/SSTR5/RAMP1/CHGA/KISS1/SCT/KISS1R/UTS2/GPHA2/ADM2/CCR8,Upregulated,Reactome_2022
HCMV Infection R-HSA-9609646,24,119,19938,24/1158,119/19938,0.20168067226890757,3.472460486785388,6.717355946115187,7.328361130625351e-08,2.6353914065902704e-07,H2AC19/H2AC4/H2BC18/H2BC17/H4C15/H2AC7/UCN3/H2BC4/H2AC14/PCSK1/H3C7/H2BC9/H2AC12/EZH2/H2BC13/H2AC21/H2AC20/H2BC12/H2AC11/H2BC5/H2BC11/H3C13/H2BC3/H2BC14,Upregulated,Reactome_2022
NoRC Negatively Regulates rRNA Expression R-HSA-427413,17,72,19938,17/1158,72/19938,0.2361111111111111,4.065270581462292,6.470178168592128,5.617567674321942e-07,1.6943308953196825e-06,H2AC19/H2BC13/H2AC14/H2BC12/H2BC5/H2BC11/H2AC4/H3C13/H2BC3/H2BC17/H4C15/H2BC14/H2AC20/H3C7/H2AC7/H2BC9/H2BC4,Upregulated,Reactome_2022
Transcriptional Regulation By RUNX1 R-HSA-8878171,21,202,19938,21/1158,202/19938,0.10396039603960396,1.7899502385471708,2.802091038745228,0.0070819920822906765,0.011319081362293646,H2AC19/H2AC4/H2BC17/H4C15/H2AC7/H2BC4/H2AC14/ACTL6B/H3C7/H2BC9/CBX2/H2BC13/H2AC20/FOXP3/H2BC12/H2BC5/H3C13/H2BC11/H2BC3/TNFRSF18/H2BC14,Upregulated,Reactome_2022
Senescence-Associated Secretory Phenotype (SASP) R-HSA-2559582,21,79,19938,21/1158,79/19938,0.26582278481012656,4.576834787171246,7.9098842561845775,2.716805075885601e-09,1.3730879707854252e-08,H2AC19/UBE2S/H2AC4/H2BC17/H4C15/H2AC7/H2BC4/H2AC14/H3C7/CCNA2/H2BC9/H2BC13/H2AC20/CDKN2A/H2BC12/H2BC5/H2BC11/H3C13/H2BC3/UBE2C/H2BC14,Upregulated,Reactome_2022
RNA Polymerase I Promoter Opening R-HSA-73728,17,30,19938,17/1158,30/19938,0.5666666666666667,9.7566493955095,11.918487984245893,5.06715771693461e-14,1.1844481163334651e-12,H2AC19/H2BC13/H2AC14/H2BC12/H2BC5/H2BC11/H2AC4/H3C13/H2BC3/H2BC17/H4C15/H2BC14/H2AC20/H3C7/H2AC7/H2BC9/H2BC4,Upregulated,Reactome_2022
Chaperonin-mediated Protein Folding R-HSA-390466,10,89,19938,10/1158,89/19938,0.11235955056179775,1.9345636607090877,2.1941735104778157,0.03341508595813484,0.04806631595516319,CCNE1/TUBA3D/GNG4/TUBA3C/TUBB3/TUBA4B/CCNE2/GNG13/GNGT1/TUBA3E,Upregulated,Reactome_2022
Diseases Of Programmed Cell Death R-HSA-9645723,22,69,19938,22/1158,69/19938,0.3188405797101449,5.489674851693324,9.276578427314313,2.2543015653778252e-11,2.0074018701221586e-10,H2AC19/H2AC4/H2BC17/H4C15/CDC25C/H2AC7/H2BC4/LMNB1/H2AC14/H3C7/H2BC9/CDC25A/EZH2/H2BC13/H2AC20/CDKN2A/H2BC12/H2BC5/H2BC11/H3C13/H2BC3/H2BC14,Upregulated,Reactome_2022
Diseases Associated With O-glycosylation Of Proteins R-HSA-3906995,10,68,19938,10/1158,68/19938,0.14705882352941177,2.5320024382810122,3.1423269451657947,0.005654433737388187,0.00935733724682824,ADAMTS20/ADAMTS14/ADAMTS19/MUC13/MUC5B/MUC19/MUC1/MUC2/MUC5AC/MUC21,Upregulated,Reactome_2022
