PathwayID,GeneCount,PathwaySize,BackgroundSize,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,GeneList,GeneSet,Library Source
WP_GASTRIN_SIGNALING_PATHWAY,35,115,19938,35/585,115/19938,0.30434782608695654,10.372798216276477,17.52536961834145,3.7485755268393487e-26,6.859893214116008e-25,CDH1/CDC42/EGR1/ROCK1/SRC/EGFR/MTOR/PIK3R1/AKT1/CCND1/KRAS/VEGFA/FOXO1/PPARG/ITGB1/STAT3/CDKN1A/FOS/CDKN2A/NFKB1/JUN/FYN/RHOA/RAF1/MAPK1/BCL2L1/CDKN1B/RPS6/MYC/ATF2/KIT/CTNNB1/MAPK8/FOXO3/CREB1,Oncogene,c2.cp.wikipathways.v2023.2.Hs.symbols
WP_NUCLEAR_RECEPTORS_META_PATHWAY,35,313,19938,35/585,313/19938,0.11182108626198083,3.8110919963955108,8.71517443319302,1.2498573260098933e-11,3.221463248729725e-11,NCOA2/KAT2B/FTH1/GSTM3/PPARA/SQSTM1/TGFB1/EGR1/G6PD/EGFR/SRC/CCND1/FOXO1/CDK1/TGFBR2/STAT3/SLC6A1/CYP1A1/ABCB1/CCL2/CDC37/JUN/VDR/EP300/TNF/AKAP13/SCD/CDKN1B/PDGFB/ANGPTL4/NCOA3/EPHA2/MYC/HGF/FASN,Oncogene,c2.cp.wikipathways.v2023.2.Hs.symbols
WP_THYROID_STIMULATING_HORMONE_TSH_SIGNALING_PATHWAY,15,58,19938,15/585,58/19938,0.25862068965517243,8.814323607427056,10.361696996619797,7.985503721776369e-11,1.7192319777471476e-10,CDKN1B/STAT1/RPS6/CREB1/STAT3/RB1/RAF1/PDE4D/MAPK1/RAP1A/SRC/MTOR/PIK3R1/BRAF/AKT1,Oncogene,c2.cp.wikipathways.v2023.2.Hs.symbols
WP_IL_18_SIGNALING_PATHWAY,12,56,19938,12/585,56/19938,0.21428571428571427,7.303296703296703,8.212311577653782,6.252352519470436e-08,8.668034174720377e-08,IMP3/NFKB1/HSPB1/PTEN/PRKAA1/TRAF6/TP53/TNF/MAPK1/CTNNB1/PIK3R1/PARP1,Oncogene,c2.cp.wikipathways.v2023.2.Hs.symbols
WP_WNT_SIGNALING,16,113,19938,16/585,113/19938,0.1415929203539823,4.825777172679827,7.090648949303171,1.960835757272685e-07,2.526992560428883e-07,SERPINF1/CCND1/MYC/JUN/FRAT1/FZD5/RHOA/NFATC1/APC/CTNNB1/WNT5A/MAPK8/CTBP1/CCND2/WNT1/FZD7,Oncogene,c2.cp.wikipathways.v2023.2.Hs.symbols
WP_THYROID_HORMONES_PRODUCTION_AND_PERIPHERAL_DOWNSTREAM_SIGNALING_EFFECTS,19,93,19938,19/585,93/19938,0.20430107526881722,6.962999724290047,10.021077044081077,2.1748509178733362e-11,5.236812078563428e-11,FGFR1/TP53/SRC/MTOR/MDM2/PNPLA2/PPARG/NOTCH1/FOXO1/AKT1S1/RAF1/KDM1A/MAPK1/SIRT6/RPS6/AKT3/RHEB/ATF2/CTNNB1,Oncogene,c2.cp.wikipathways.v2023.2.Hs.symbols
WP_MICROTUBULE_CYTOSKELETON_REGULATION,11,46,19938,11/585,46/19938,0.2391304347826087,8.15005574136009,8.440784397943467,6.634792397075436e-08,9.060947825856752e-08,ABL1/CDK1/MARK2/PTEN/STAT3/STMN1/APC/CDC42/ROCK1/SRC/AKT1,Oncogene,c2.cp.wikipathways.v2023.2.Hs.symbols
WP_EMBRYONIC_STEM_CELL_PLURIPOTENCY_PATHWAYS,25,116,19938,25/585,116/19938,0.21551724137931033,7.3452696728558795,11.916234253599828,3.9162875582489245e-15,1.7063824360941743e-14,FZD4/LIF/FGFR1/APC/WNT5A/EGFR/MTOR/WNT1/MDM2/AKT1/FGF7/FGF8/STAT3/FOS/JUN/FZD5/PTEN/RAF1/MAPK1/BRAF/FZD7/PDGFB/AKT3/EGF/CTNNB1,Oncogene,c2.cp.wikipathways.v2023.2.Hs.symbols
WP_ENERGY_METABOLISM,11,48,19938,11/585,48/19938,0.22916666666666666,7.810470085470085,8.213230399986836,1.0654912532375633e-07,1.412934053206334e-07,SIRT1/PPARG/FOXO1/MED1/PRKAA1/PPARA/EP300/ATF2/FOXO3/ESRRA/CREB1,Oncogene,c2.cp.wikipathways.v2023.2.Hs.symbols
WP_PI3K_AKT_MTOR_SIGNALING_PATHWAY_AND_THERAPEUTIC_OPPORTUNITIES_IN_PROSTATE_CANCER,10,32,19938,10/585,32/19938,0.3125,10.650641025641026,9.4988895956476,1.5787284637366983e-08,2.448367024269625e-08,CDKN1B/KRAS/FOXO1/NRAS/PTEN/RHEB/FOXO3/MTOR/PIK3R1/AKT1,Oncogene,c2.cp.wikipathways.v2023.2.Hs.symbols
WP_ECTODERM_DIFFERENTIATION,16,137,19938,16/585,137/19938,0.11678832116788321,3.980385551188471,6.085872648066923,2.735283992710327e-06,3.109049507242173e-06,FZD4/MYC/NFATC1/FZD5/FYN/PIM1/GREB1/SOX2/NR2F2/SMURF1/FHL2/CTNNB1/CTBP1/WNT1/SPRY2/CCL2,Oncogene,c2.cp.wikipathways.v2023.2.Hs.symbols
WP_NEUROINFLAMMATION_AND_GLUTAMATERGIC_SIGNALING,17,140,19938,17/585,140/19938,0.12142857142857143,4.138534798534798,6.47908974047733,7.72551179251091e-07,9.240318026336579e-07,NFKB1/TRPM4/LIF/TGFBR2/STAT1/INSR/STAT3/NGF/BCL2/TGFB1/TNF/FOS/CNTF/MAPK1/IL6/CREB1/AKT1,Oncogene,c2.cp.wikipathways.v2023.2.Hs.symbols
WP_MARKERS_OF_KIDNEY_CELL_LINEAGE,15,59,19938,15/585,59/19938,0.2542372881355932,8.664928292046936,10.251101280959503,1.0421472568804383e-10,2.2175924187107e-10,FGF7/NOTCH1/TNC/FGF8/HNF1B/NTN1/DCN/TGFB1/WT1/CTNNB1/WNT5A/EGLN2/KIT/RARB/PAX2,Oncogene,c2.cp.wikipathways.v2023.2.Hs.symbols
WP_PANCREATIC_ADENOCARCINOMA_PATHWAY,32,89,19938,32/585,89/19938,0.3595505617977528,12.254220685681359,18.50013100015192,1.2832410271803759e-26,3.3547586853429826e-25,TP53/TGFB1/CDC42/EGFR/MTOR/PIK3R1/AKT1/CCND1/KRAS/VEGFA/TGFBR2/STAT1/E2F1/STAT3/ERBB2/CDKN1A/CDKN2A/NFKB1/BRCA2/RHOA/E2F3/RAF1/RB1/MAPK1/PAK6/BRAF/AKT3/EGF/MAPK8/BCL2L1/MAPK10/RALA,Oncogene,c2.cp.wikipathways.v2023.2.Hs.symbols
WP_CELL_CYCLE,26,120,19938,26/585,120/19938,0.21666666666666667,7.384444444444445,12.196002714923594,9.566158832531994e-16,4.7313704496036614e-15,CDC6/PRKDC/TP53/MCM7/PCNA/TGFB1/SFN/E2F5/ATR/MDM2/CCND1/PLK1/ABL1/CDK1/E2F1/CDKN1A/ESPL1/CDKN2A/CCND2/PTTG1/SKP2/RB1/E2F3/EP300/CDKN1B/MYC,Oncogene,c2.cp.wikipathways.v2023.2.Hs.symbols
WP_EXTRACELLULAR_VESICLE_MEDIATED_SIGNALING_IN_RECIPIENT_CELLS,14,30,19938,14/585,30/19938,0.4666666666666667,15.904957264957265,14.2040187089894,2.8371726052968294e-14,1.0384051735386395e-13,KRAS/NRAS/TGFBR2/ERBB2/APC/RAF1/MET/TGFB1/CTNNB1/WNT5A/EGFR/MTOR/HGF/AKT1,Oncogene,c2.cp.wikipathways.v2023.2.Hs.symbols
WP_CORTICOTROPIN_RELEASING_HORMONE_SIGNALING_PATHWAY,17,92,19938,17/585,92/19938,0.18478260869565216,6.297770345596432,8.854911751714356,1.2868295318801567e-09,2.2008392928417632e-09,NCOA2/NFKB1/GRK3/CREB1/RHOA/RAF1/BCL2/TGFB1/FOS/MAPK1/CTNNB1/MAPK8/KRT14/PRKCI/PARP1/BRAF/AKT1,Oncogene,c2.cp.wikipathways.v2023.2.Hs.symbols
WP_2Q37_COPY_NUMBER_VARIATION_SYNDROME,11,135,19938,11/585,135/19938,0.08148148148148149,2.777056030389364,3.601937733802947,0.0021278933116520614,0.0021754440001805994,PRL/SEPTIN6/ILK/RPS6/JUN/CXCL11/TP53/TNF/GBX2/EGFR/MLPH,Oncogene,c2.cp.wikipathways.v2023.2.Hs.symbols
WP_GLIOBLASTOMA_SIGNALING_PATHWAYS,30,82,19938,30/585,82/19938,0.36585365853658536,12.46904315196998,18.09347230715769,2.7162840682008e-25,4.1423332040062194e-24,FGFR1/TP53/SRC/EGFR/PIK3R1/MDM2/AKT1/CCND1/KRAS/FOXO1/MAP2K4/E2F1/ERBB2/CDKN1A/CDKN2A/CCND2/NRAS/BRCA2/PTEN/RB1/RAF1/MET/EP300/MAPK1/PRKCI/BRAF/SPRY2/CDKN1B/AKT3/FOXO3,Oncogene,c2.cp.wikipathways.v2023.2.Hs.symbols
WP_PDGF_PATHWAY,14,40,19938,14/585,40/19938,0.35,11.928717948717948,12.028963006877182,3.4539670216157892e-12,1.0032951824693483e-11,NFKB1/MAP2K4/STAT1/JUN/STAT3/RHOA/RAF1/CDC42/FOS/MAPK1/MAPK8/SRC/PIK3R1/PDGFB,Oncogene,c2.cp.wikipathways.v2023.2.Hs.symbols
WP_OREXIN_RECEPTOR_PATHWAY,13,88,19938,13/585,88/19938,0.14772727272727273,5.034848484848485,6.595109347607663,1.672625468453042e-06,1.925097237276143e-06,FOXO1/MTOR/RPS6/PRKAA1/STAT3/TNF/MAPK1/MAPK8/RUNX2/HIF1A/IL6/PIK3R1/CREB1,Oncogene,c2.cp.wikipathways.v2023.2.Hs.symbols
WP_7Q11_23_COPY_NUMBER_VARIATION_SYNDROME,12,104,19938,12/585,104/19938,0.11538461538461539,3.932544378698225,5.2130248774376735,5.386158504167333e-05,5.730622129433848e-05,DEK/SMARCA5/MYC/RB1/HMGA1/SQSTM1/PCNA/BRD4/EIF2AK3/CTNNB1/BECN1/SF3B1,Oncogene,c2.cp.wikipathways.v2023.2.Hs.symbols
WP_CLEAR_CELL_RENAL_CELL_CARCINOMA_PATHWAYS,20,85,19938,20/585,85/19938,0.23529411764705882,8.019306184012066,11.275200349081867,3.8519510132442836e-13,1.258762563256614e-12,SQSTM1/KDM5C/TGFB1/EGFR/MTOR/HIF1A/ACLY/AKT1/VEGFA/STAT3/ENO2/AKT1S1/ENO1/PTEN/PGK1/EP300/PDGFB/GPI/RHEB/FASN,Oncogene,c2.cp.wikipathways.v2023.2.Hs.symbols
WP_OVERLAP_BETWEEN_SIGNAL_TRANSDUCTION_PATHWAYS_CONTRIBUTING_TO_LMNA_LAMINOPATHIES,13,55,19938,13/585,55/19938,0.23636363636363636,8.055757575757575,9.109986395040945,4.902953804952608e-09,8.083248164921866e-09,KAT2B/PPARG/NOTCH1/TMPO/E2F1/RB1/APC/CDKN1A/TGFB1/HMGA2/CTNNB1/RUNX2/ICMT,Oncogene,c2.cp.wikipathways.v2023.2.Hs.symbols
WP_EGFR_TYROSINE_KINASE_INHIBITOR_RESISTANCE,28,84,19938,28/585,84/19938,0.3333333333333333,11.36068376068376,16.54389409685785,2.140624081906686e-22,2.4483387936807722e-21,SRC/EGFR/MTOR/PIK3R1/AKT1/CCND1/KRAS/VEGFA/RRAS/ERBB2/STAT3/NRAS/PTEN/RAF1/MET/MAPK1/IL6/BRAF/AXL/PDGFB/RPS6/MYC/AKT3/EGF/FOXO3/HGF/BCL2L1/BCL2,Oncogene,c2.cp.wikipathways.v2023.2.Hs.symbols
WP_CKAP4_SIGNALING_PATHWAY_MAP,31,109,19938,31/585,109/19938,0.28440366972477066,9.69306045636321,15.822286045814915,2.5967313441007067e-22,2.7953049174731136e-21,CDH1/FBXW7/TP53/SOX2/SRC/EGFR/MDM2/AKT1/CCND1/GLI2/PARD3/CDK1/STAT1/E2F1/BMI1/TGFBR2/MYCN/ITGB1/TWIST1/GOLPH3/NFKB1/JUN/PTEN/TNF/MAPK1/MIF/CDKN1B/ITGA5/MYC/RAD9A/CTNNB1,Oncogene,c2.cp.wikipathways.v2023.2.Hs.symbols
WP_ADIPOGENESIS,28,131,19938,28/585,131/19938,0.21374045801526717,7.284713251125464,12.547160499229513,1.0832375361363226e-16,6.194764659779594e-16,NCOA2/LIF/PPARA/STAT5A/TGFB1/HIF1A/WNT1/PPARG/EPAS1/FOXO1/E2F1/STAT1/LPL/STAT3/CDKN1A/TWIST1/PRLR/RB1/HMGA1/TNF/IL6/NCOR2/SCD/MIF/WWTR1/CTNNB1/NAMPT/CREB1,Oncogene,c2.cp.wikipathways.v2023.2.Hs.symbols
WP_PRIMARY_OVARIAN_INSUFFICIENCY,19,170,19938,19/585,170/19938,0.11176470588235295,3.8091704374057316,6.395210928819795,6.412718642999059e-07,7.72057573466334e-07,WDR62/MMP2/PARP1/AKT1/FOXO1/TGFBR2/PRLR/ESR2/TP63/BRCA2/PTEN/TNF/CAV1/IL6/SIRT1/RECQL4/WT1/KIT/FOXO3,Oncogene,c2.cp.wikipathways.v2023.2.Hs.symbols
WP_INSULIN_SIGNALING,20,160,19938,20/585,160/19938,0.125,4.26025641025641,7.198702927807314,5.09068237361295e-08,7.221665692799766e-08,EGR1/MTOR/PIK3R1/AKT1/FOXO1/MAP2K4/XBP1/INSR/PRKAA1/FOS/JUN/PTEN/RAF1/MAPK1/PTPN1/PRKCI/RHEB/FOXO3/MAPK8/MAPK10,Oncogene,c2.cp.wikipathways.v2023.2.Hs.symbols
WP_ALZHEIMER_39_S_DISEASE_AND_MIRNA_EFFECTS,30,261,19938,30/585,261/19938,0.11494252873563218,3.917477158856469,8.248632683298148,1.9027492495014494e-10,3.744119490954465e-10,FRAT1/APC/WNT5A/MTOR/PSMD12/PIK3R1/WNT1/AKT1/KRAS/XBP1/INSR/CAPN2/LPL/CSF1/NFKB1/NRAS/FZD5/RAF1/PSMD4/TNF/MAPK1/IL6/BECN1/BRAF/FZD7/AKT3/EIF2AK3/CTNNB1/MAPK8/MAPK10,Oncogene,c2.cp.wikipathways.v2023.2.Hs.symbols
WP_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY,17,103,19938,17/585,103/19938,0.1650485436893204,5.625192930047299,8.1821239113533,7.779225437626427e-09,1.2272398750738242e-08,NFKB1/MAP2K4/IKBKE/STAT1/JUN/CXCL11/AKT3/TRAF6/IFNA1/TNF/FOS/MAPK1/MAPK8/MAPK10/IL6/PIK3R1/AKT1,Oncogene,c2.cp.wikipathways.v2023.2.Hs.symbols
WP_SUDDEN_INFANT_DEATH_SYNDROME_SIDS_SUSCEPTIBILITY_PATHWAYS,23,155,19938,23/585,155/19938,0.14838709677419354,5.05733664185277,8.816465367313523,1.6414405279441824e-10,3.337595740153171e-10,FOXM1/RUNX3/SOX2/EGR1/HIF1A/VEGFA/POU3F2/MYB/NFKB1/ESR2/JUN/TNF/EP300/AR/IL6/VIPR1/NKX3-1/RET/NGF/YBX1/CTNNB1/PRKAR2B/CREB1,Oncogene,c2.cp.wikipathways.v2023.2.Hs.symbols
WP_B_CELL_RECEPTOR_SIGNALING_PATHWAY,17,92,19938,17/585,92/19938,0.18478260869565216,6.297770345596432,8.854911751714356,1.2868295318801567e-09,2.2008392928417632e-09,MALT1/NFKB1/FOXO1/ETS1/JUN/CREB1/FYN/MYC/RAF1/CDC42/ATF2/MAPK1/MAPK8/CD81/PIK3R1/BRAF/AKT1,Oncogene,c2.cp.wikipathways.v2023.2.Hs.symbols
WP_MALE_INFERTILITY,19,144,19938,19/585,144/19938,0.13194444444444445,4.496937321937322,7.322105809804826,4.561455689453225e-08,6.521456181015157e-08,LTF/MMP2/MDM2/PARP1/INSR/CLU/CYP1A1/SLC16A7/ABCB1/ESR2/BRCA2/HMGA1/TNF/EP300/AR/TRIP13/FOLH1/PRMT6/BCL2,Oncogene,c2.cp.wikipathways.v2023.2.Hs.symbols
WP_MEASLES_VIRUS_INFECTION,22,135,19938,22/585,135/19938,0.16296296296296298,5.554112060778728,9.230788334846068,6.33634076025518e-11,1.431543653242837e-10,IKBKE/STAT5A/TP53/PIK3R1/CCND1/STAT1/STAT3/IFNA1/RACK1/FOS/CCND2/NFKB1/JUN/IL6/CDKN1B/EIF3H/EIF2AK3/MAPK8/BCL2L1/MAPK10/BCL2/TRAF6,Oncogene,c2.cp.wikipathways.v2023.2.Hs.symbols
WP_CHROMOSOMAL_AND_MICROSATELLITE_INSTABILITY_IN_COLORECTAL_CANCER,22,73,19938,22/585,73/19938,0.3013698630136986,10.271303126097646,13.797220821527876,8.273667276186182e-17,5.046937038473571e-16,APC/TP53/TGFB1/AKT1/CCND1/KRAS/NTN1/TGFBR2/CDKN1A/FOS/JUN/RHOA/RAF1/MAPK1/BRAF/MYC/AKT3/CTNNB1/MAPK8/MAPK10/BCL2/RALA,Oncogene,c2.cp.wikipathways.v2023.2.Hs.symbols
WP_TGF_BETA_SIGNALING_PATHWAY,40,132,19938,40/585,132/19938,0.30303030303030304,10.327894327894327,18.694156964616166,1.2071475362959842e-29,5.522699978554128e-28,TNC/TP53/TGFB1/CDC42/ROCK1/SRC/E2F5/PIK3R1/ITCH/AKT1/CCND1/NEDD9/MAP2K4/CDK1/ETS1/TGFBR2/ITGB1/CDKN1A/COPS5/FOS/FOXP3/JUN/RHOA/RAF1/WWP1/MET/CAV1/EP300/MAPK1/RUNX2/YAP1/UBE2I/MYC/TERT/ATF2/SMURF1/MAPK8/PML/ATF3/TRAF6,Oncogene,c2.cp.wikipathways.v2023.2.Hs.symbols
WP_TGF_BETA_RECEPTOR_SIGNALING_IN_SKELETAL_DYSPLASIAS,15,58,19938,15/585,58/19938,0.25862068965517243,8.814323607427056,10.361696996619797,7.985503721776369e-11,1.7192319777471476e-10,NFKB1/RUNX3/LIF/TGFBR2/STAT1/JUN/STAT3/TGFB1/EP300/TNF/FOS/EGF/CTNNB1/RUNX2/WNT1,Oncogene,c2.cp.wikipathways.v2023.2.Hs.symbols
WP_THERMOGENESIS,15,108,19938,15/585,108/19938,0.1388888888888889,4.733618233618234,6.764163842998798,6.077414051059366e-07,7.36534285658188e-07,PNPLA2/KRAS/PPARG/NRAS/FGFR1/RPS6/CREB1/PRKAA1/RHEB/ATF2/KDM1A/MTOR/AKT1S1/ACSL4/SIRT6,Oncogene,c2.cp.wikipathways.v2023.2.Hs.symbols
